date,province,new_confirmed
2020-02-13,Jeollabuk-do,0
2020-02-13,Jeollanam-do,0
2020-02-13,Gyeongsangbuk-do,0
2020-02-13,Gyeongsangnam-do,0
2020-02-13,Jeju-do,0
2020-02-14,Seoul,0
2020-02-14,Busan,0
2020-02-14,Daegu,0
2020-02-14,Incheon,0
2020-02-14,Gwangju,0
2020-02-14,Daejeon,0
2020-02-14,Ulsan,0
2020-02-14,Sejong,0
2020-02-14,Gyeonggi-do,0
2020-02-14,Gangwon-do,0
2020-02-14,Chungcheongbuk-do,0
2020-02-14,Chungcheongnam-do,0
2020-02-14,Jeollabuk-do,0
2020-02-14,Jeollanam-do,0
2020-02-14,Gyeongsangbuk-do,0
2020-02-14,Gyeongsangnam-do,0
2020-02-14,Jeju-do,0
2020-02-15,Seoul,0
2020-02-15,Busan,0
2020-02-15,Daegu,0
2020-02-15,Incheon,0
2020-02-15,Gwangju,0
2020-02-15,Daejeon,0
2020-02-15,Ulsan,0
2020-02-15,Sejong,0
2020-02-15,Gyeonggi-do,0
2020-02-15,Gangwon-do,0
2020-02-15,Chungcheongbuk-do,0
2020-02-15,Chungcheongnam-do,0
2020-02-15,Jeollabuk-do,0
2020-02-15,Jeollanam-do,0
2020-02-15,Gyeongsangbuk-do,0
2020-02-15,Gyeongsangnam-do,0
2020-02-15,Jeju-do,0
2020-02-16,Seoul,0
2020-02-16,Busan,0
2020-02-16,Daegu,0
2020-02-16,Incheon,0
2020-02-16,Gwangju,0
2020-02-16,Daejeon,0
2020-02-16,Ulsan,0
2020-02-16,Sejong,0
2020-02-16,Gyeonggi-do,0
2020-02-16,Gangwon-do,0
2020-02-16,Chungcheongbuk-do,0
2020-02-16,Chungcheongnam-do,0
2020-02-16,Jeollabuk-do,0
2020-02-16,Jeollanam-do,0
2020-02-16,Gyeongsangbuk-do,0
2020-02-16,Gyeongsangnam-do,0
2020-02-16,Jeju-do,0
2020-02-17,Seoul,0
2020-02-17,Busan,0
2020-02-17,Daegu,0
2020-02-17,Incheon,0
2020-02-17,Gwangju,0
2020-02-17,Daejeon,0
2020-02-17,Ulsan,0
2020-02-17,Sejong,0
2020-02-17,Gyeonggi-do,0
2020-02-17,Gangwon-do,0
2020-02-17,Chungcheongbuk-do,0
2020-02-17,Chungcheongnam-do,0
2020-02-17,Jeollabuk-do,0
2020-02-17,Jeollanam-do,0
2020-02-17,Gyeongsangbuk-do,0
2020-02-17,Gyeongsangnam-do,0
2020-02-17,Jeju-do,0
2020-02-18,Seoul,0
2020-02-18,Busan,0
2020-02-18,Daegu,1
2020-02-18,Incheon,0
2020-02-18,Gwangju,0
2020-02-18,Daejeon,0
2020-02-18,Ulsan,0
2020-02-18,Sejong,0
2020-02-18,Gyeonggi-do,0
2020-02-18,Gangwon-do,0
2020-02-18,Chungcheongbuk-do,0
2020-02-18,Chungcheongnam-do,0
2020-02-18,Jeollabuk-do,0
2020-02-18,Jeollanam-do,0
2020-02-18,Gyeongsangbuk-do,0
2020-02-18,Gyeongsangnam-do,0
2020-02-18,Jeju-do,0
2020-02-19,Seoul,6
2020-02-19,Busan,0
2020-02-19,Daegu,10
2020-02-19,Incheon,1
2020-02-19,Gwangju,0
2020-02-19,Daejeon,0
2020-02-19,Ulsan,0
2020-02-19,Sejong,0
2020-02-19,Gyeonggi-do,0
2020-02-19,Gangwon-do,0
2020-02-19,Chungcheongbuk-do,0
2020-02-19,Chungcheongnam-do,0
2020-02-19,Jeollabuk-do,0
2020-02-19,Jeollanam-do,0
2020-02-19,Gyeongsangbuk-do,2
2020-02-19,Gyeongsangnam-do,3
2020-02-19,Jeju-do,0
2020-02-20,Seoul,2
2020-02-20,Busan,8
2020-02-20,Daegu,19
2020-02-20,Incheon,0
2020-02-20,Gwangju,0
2020-02-20,Daejeon,0
2020-02-20,Ulsan,0
2020-02-20,Sejong,0
2020-02-20,Gyeonggi-do,0
2020-02-20,Gangwon-do,0
2020-02-20,Chungcheongbuk-do,0
2020-02-20,Chungcheongnam-do,0
2020-02-20,Jeollabuk-do,0
2020-02-20,Jeollanam-do,0
2020-02-20,Gyeongsangbuk-do,23
2020-02-20,Gyeongsangnam-do,0
2020-02-20,Jeju-do,0
2020-02-21,Seoul,5
2020-02-21,Busan,0
2020-02-21,Daegu,80
2020-02-21,Incheon,0
2020-02-21,Gwangju,2
2020-02-21,Daejeon,0
2020-02-21,Ulsan,0
2020-02-21,Sejong,0
2020-02-21,Gyeonggi-do,2
2020-02-21,Gangwon-do,0
2020-02-21,Chungcheongbuk-do,1
2020-02-21,Chungcheongnam-do,1
2020-02-21,Jeollabuk-do,1
2020-02-21,Jeollanam-do,0
2020-02-21,Gyeongsangbuk-do,3
2020-02-21,Gyeongsangnam-do,4
2020-02-21,Jeju-do,1
2020-02-22,Seoul,3
2020-02-22,Busan,3
2020-02-22,Daegu,83
2020-02-22,Incheon,0
2020-02-22,Gwangju,3
2020-02-22,Daejeon,2
2020-02-22,Ulsan,1
2020-02-22,Sejong,1
2020-02-22,Gyeonggi-do,6
2020-02-22,Gangwon-do,6
2020-02-22,Chungcheongbuk-do,2
2020-02-22,Chungcheongnam-do,0
2020-02-22,Jeollabuk-do,1
2020-02-22,Jeollanam-do,1
2020-02-22,Gyeongsangbuk-do,117
2020-02-22,Gyeongsangnam-do,0
2020-02-22,Jeju-do,0
2020-02-23,Seoul,1
2020-02-23,Busan,8
2020-02-23,Daegu,117
2020-02-23,Incheon,0
2020-02-23,Gwangju,2
2020-02-23,Daejeon,1
2020-02-23,Ulsan,0
2020-02-23,Sejong,0
2020-02-23,Gyeonggi-do,4
2020-02-23,Gangwon-do,0
2020-02-23,Chungcheongbuk-do,0
2020-02-23,Chungcheongnam-do,0
2020-02-23,Jeollabuk-do,0
2020-02-23,Jeollanam-do,0
2020-02-23,Gyeongsangbuk-do,25
2020-02-23,Gyeongsangnam-do,10
2020-02-23,Jeju-do,1
2020-02-24,Seoul,4
2020-02-24,Busan,15
2020-02-24,Daegu,173
2020-02-24,Incheon,0
2020-02-24,Gwangju,1
2020-02-24,Daejeon,0
2020-02-24,Ulsan,1
2020-02-24,Sejong,0
2020-02-24,Gyeonggi-do,11
2020-02-24,Gangwon-do,0
2020-02-24,Chungcheongbuk-do,0
2020-02-24,Chungcheongnam-do,0
2020-02-24,Jeollabuk-do,0
2020-02-24,Jeollanam-do,0
2020-02-24,Gyeongsangbuk-do,23
2020-02-24,Gyeongsangnam-do,3
2020-02-24,Jeju-do,0
2020-02-25,Seoul,6
2020-02-25,Busan,8
2020-02-25,Daegu,60
2020-02-25,Incheon,0
2020-02-25,Gwangju,0
2020-02-25,Daejeon,0
2020-02-25,Ulsan,1
2020-02-25,Sejong,0
2020-02-25,Gyeonggi-do,7
2020-02-25,Gangwon-do,0
2020-02-25,Chungcheongbuk-do,2
2020-02-25,Chungcheongnam-do,1
2020-02-25,Jeollabuk-do,0
2020-02-25,Jeollanam-do,0
2020-02-25,Gyeongsangbuk-do,56
2020-02-25,Gyeongsangnam-do,3
2020-02-25,Jeju-do,0
2020-02-26,Seoul,8
2020-02-26,Busan,16
2020-02-26,Daegu,167
2020-02-26,Incheon,1
2020-02-26,Gwangju,0
2020-02-26,Daejeon,2
2020-02-26,Ulsan,1
2020-02-26,Sejong,0
2020-02-26,Gyeonggi-do,9
2020-02-26,Gangwon-do,0
2020-02-26,Chungcheongbuk-do,0
2020-02-26,Chungcheongnam-do,1
2020-02-26,Jeollabuk-do,0
2020-02-26,Jeollanam-do,0
2020-02-26,Gyeongsangbuk-do,68
2020-02-26,Gyeongsangnam-do,11
2020-02-26,Jeju-do,0
2020-02-27,Seoul,7
2020-02-27,Busan,3
2020-02-27,Daegu,422
2020-02-27,Incheon,0
2020-02-27,Gwangju,0
2020-02-27,Daejeon,4
2020-02-27,Ulsan,7
2020-02-27,Sejong,0
2020-02-27,Gyeonggi-do,11
2020-02-27,Gangwon-do,0
2020-02-27,Chungcheongbuk-do,3
2020-02-27,Chungcheongnam-do,9
2020-02-27,Jeollabuk-do,2
2020-02-27,Jeollanam-do,0
2020-02-27,Gyeongsangbuk-do,28
2020-02-27,Gyeongsangnam-do,9
2020-02-27,Jeju-do,0
2020-02-28,Seoul,6
2020-02-28,Busan,4
2020-02-28,Daegu,448
2020-02-28,Incheon,1
2020-02-28,Gwangju,0
2020-02-28,Daejeon,4
2020-02-28,Ulsan,3
2020-02-28,Sejong,0
2020-02-28,Gyeonggi-do,10
2020-02-28,Gangwon-do,1
2020-02-28,Chungcheongbuk-do,1
2020-02-28,Chungcheongnam-do,23
2020-02-28,Jeollabuk-do,0
2020-02-28,Jeollanam-do,0
2020-02-28,Gyeongsangbuk-do,64
2020-02-28,Gyeongsangnam-do,6
2020-02-28,Jeju-do,0
2020-02-29,Seoul,15
2020-02-29,Busan,15
2020-02-29,Daegu,656
2020-02-29,Incheon,2
2020-02-29,Gwangju,0
2020-02-29,Daejeon,0
2020-02-29,Ulsan,3
2020-02-29,Sejong,0
2020-02-29,Gyeonggi-do,10
2020-02-29,Gangwon-do,0
2020-02-29,Chungcheongbuk-do,1
2020-02-29,Chungcheongnam-do,20
2020-02-29,Jeollabuk-do,0
2020-02-29,Jeollanam-do,2
2020-02-29,Gyeongsangbuk-do,79
2020-02-29,Gyeongsangnam-do,10
2020-02-29,Jeju-do,0
2020-03-01,Seoul,10
2020-03-01,Busan,3
2020-03-01,Daegu,468
2020-03-01,Incheon,0
2020-03-01,Gwangju,0
2020-03-01,Daejeon,0
2020-03-01,Ulsan,3
2020-03-01,Sejong,0
2020-03-01,Gyeonggi-do,7
2020-03-01,Gangwon-do,8
2020-03-01,Chungcheongbuk-do,1
2020-03-01,Chungcheongnam-do,13
2020-03-01,Jeollabuk-do,1
2020-03-01,Jeollanam-do,0
2020-03-01,Gyeongsangbuk-do,68
2020-03-01,Gyeongsangnam-do,4
2020-03-01,Jeju-do,0
2020-03-02,Seoul,4
2020-03-02,Busan,5
2020-03-02,Daegu,377
2020-03-02,Incheon,1
2020-03-02,Gwangju,0
2020-03-02,Daejeon,1
2020-03-02,Ulsan,0
2020-03-02,Sejong,0
2020-03-02,Gyeonggi-do,3
2020-03-02,Gangwon-do,4
2020-03-02,Chungcheongbuk-do,0
2020-03-02,Chungcheongnam-do,10
2020-03-02,Jeollabuk-do,0
2020-03-02,Jeollanam-do,2
2020-03-02,Gyeongsangbuk-do,68
2020-03-02,Gyeongsangnam-do,1
2020-03-02,Jeju-do,0
2020-03-03,Seoul,7
2020-03-03,Busan,2
2020-03-03,Daegu,520
2020-03-03,Incheon,0
2020-03-03,Gwangju,2
2020-03-03,Daejeon,0
2020-03-03,Ulsan,0
2020-03-03,Sejong,0
2020-03-03,Gyeonggi-do,2
2020-03-03,Gangwon-do,1
2020-03-03,Chungcheongbuk-do,0
2020-03-03,Chungcheongnam-do,3
2020-03-03,Jeollabuk-do,1
2020-03-03,Jeollanam-do,0
2020-03-03,Gyeongsangbuk-do,61
2020-03-03,Gyeongsangnam-do,0
2020-03-03,Jeju-do,1
2020-03-04,Seoul,1
2020-03-04,Busan,2
2020-03-04,Daegu,406
2020-03-04,Incheon,2
2020-03-04,Gwangju,2
2020-03-04,Daejeon,1
2020-03-04,Ulsan,3
2020-03-04,Sejong,0
2020-03-04,Gyeonggi-do,7
2020-03-04,Gangwon-do,1
2020-03-04,Chungcheongbuk-do,0
2020-03-04,Chungcheongnam-do,1
2020-03-04,Jeollabuk-do,0
2020-03-04,Jeollanam-do,-1
2020-03-04,Gyeongsangbuk-do,89
2020-03-04,Gyeongsangnam-do,1
2020-03-04,Jeju-do,0
2020-03-05,Seoul,4
2020-03-05,Busan,0
2020-03-05,Daegu,321
2020-03-05,Incheon,0
2020-03-05,Gwangju,0
2020-03-05,Daejeon,1
2020-03-05,Ulsan,0
2020-03-05,Sejong,0
2020-03-05,Gyeonggi-do,9
2020-03-05,Gangwon-do,2
2020-03-05,Chungcheongbuk-do,1
2020-03-05,Chungcheongnam-do,4
2020-03-05,Jeollabuk-do,0
2020-03-05,Jeollanam-do,0
2020-03-05,Gyeongsangbuk-do,87
2020-03-05,Gyeongsangnam-do,9
2020-03-05,Jeju-do,1
2020-03-06,Seoul,2
2020-03-06,Busan,3
2020-03-06,Daegu,366
2020-03-06,Incheon,0
2020-03-06,Gwangju,0
2020-03-06,Daejeon,2
2020-03-06,Ulsan,0
2020-03-06,Sejong,0
2020-03-06,Gyeonggi-do,10
2020-03-06,Gangwon-do,2
2020-03-06,Chungcheongbuk-do,3
2020-03-06,Chungcheongnam-do,4
2020-03-06,Jeollabuk-do,0
2020-03-06,Jeollanam-do,0
2020-03-06,Gyeongsangbuk-do,123
2020-03-06,Gyeongsangnam-do,3
2020-03-06,Jeju-do,0
2020-03-07,Seoul,3
2020-03-07,Busan,1
2020-03-07,Daegu,390
2020-03-07,Incheon,0
2020-03-07,Gwangju,0
2020-03-07,Daejeon,0
2020-03-07,Ulsan,0
2020-03-07,Sejong,1
2020-03-07,Gyeonggi-do,10
2020-03-07,Gangwon-do,1
2020-03-07,Chungcheongbuk-do,5
2020-03-07,Chungcheongnam-do,2
2020-03-07,Jeollabuk-do,0
2020-03-07,Jeollanam-do,0
2020-03-07,Gyeongsangbuk-do,65
2020-03-07,Gyeongsangnam-do,5
2020-03-07,Jeju-do,0
2020-03-08,Seoul,12
2020-03-08,Busan,0
2020-03-08,Daegu,297
2020-03-08,Incheon,0
2020-03-08,Gwangju,0
2020-03-08,Daejeon,0
2020-03-08,Ulsan,1
2020-03-08,Sejong,1
2020-03-08,Gyeonggi-do,11
2020-03-08,Gangwon-do,1
2020-03-08,Chungcheongbuk-do,4
2020-03-08,Chungcheongnam-do,6
