기온분석
[검색조건]
자료구분 : 일
자료형태 : 기본
지역/지점 : 원주
기간 : 20200120~20210331

날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
2021-01-26,114,4.3,2.2,6.2
2021-01-27,114,2.3,-1.2,6.6
2021-01-28,114,-2.2,-7.7,4.1
2021-01-29,114,-7.3,-10.8,-3.6
2021-01-30,114,-4.3,-9.4,3.2
2021-01-31,114,0.6,-7.6,9.7
2021-02-01,114,5,1.6,10.2
2021-02-02,114,-3.6,-5.9,2.3
2021-02-03,114,-3.1,-9.2,1.2
2021-02-04,114,-2.4,-5.4,0.2
2021-02-05,114,-0.1,-4.4,5.6
2021-02-06,114,5,-1.4,10.2
2021-02-07,114,5.7,0.3,10.3
2021-02-08,114,-1.7,-4.4,1
2021-02-09,114,-1.1,-6.5,4.6
2021-02-10,114,1.7,-2.9,6.1
2021-02-11,114,4.1,-1.8,10.9
2021-02-12,114,5.2,-1.3,13.7
2021-02-13,114,5.7,-1.9,15.7
2021-02-14,114,8.4,3,14.2
2021-02-15,114,2.6,-3.7,8.4
2021-02-16,114,-4.6,-6.4,-2.8
2021-02-17,114,-7.4,-9.6,-4.5
2021-02-18,114,-6,-10,-1.7
2021-02-19,114,0,-9.2,8
2021-02-20,114,8.4,2.6,14.7
2021-02-21,114,10,-0.2,20.4
2021-02-22,114,8.8,3,16.1
2021-02-23,114,1.9,-1.2,6.4
2021-02-24,114,2.7,-3,10.4
2021-02-25,114,3.5,-1.3,8.5
2021-02-26,114,6.4,-1.8,14.8
2021-02-27,114,6.9,-0.1,13.7
2021-02-28,114,7.3,-1.1,14.1
2021-03-01,114,5.4,0.5,12.3
2021-03-02,114,1.9,-0.3,5.7
2021-03-03,114,2.9,-3,8.9
2021-03-04,114,4.8,-0.1,10.4
2021-03-05,114,7.9,-0.2,16.4
2021-03-06,114,5.7,3.3,9.2
2021-03-07,114,6.1,1.1,11
2021-03-08,114,6.4,-0.1,13.9
2021-03-09,114,6.7,0.4,13.1
2021-03-10,114,7.8,-0.1,16.7
2021-03-11,114,9.7,1.6,17.4
2021-03-12,114,9.5,8,11.3
2021-03-13,114,9,2.6,14.7
2021-03-14,114,9,5.7,13.1
2021-03-15,114,10.2,2.7,16.5
2021-03-16,114,10.3,5.4,15.7
2021-03-17,114,8.9,1.3,17.3
2021-03-18,114,11.5,2.8,18.3
2021-03-19,114,14.4,10.8,19.6
2021-03-20,114,9.7,7.8,12.8
2021-03-21,114,6.5,4.8,9.5
2021-03-22,114,6.3,1.7,11.1
2021-03-23,114,8.8,0.6,16.9
2021-03-24,114,10.1,2.7,16.4
2021-03-25,114,12.1,5,19.1
2021-03-26,114,12.9,4.6,21
2021-03-27,114,12.8,7.9,17.8
2021-03-28,114,10.6,8.9,15
2021-03-29,114,11.2,7.7,16.2
2021-03-30,114,11.1,2.6,18.6
2021-03-31,114,13.5,4,22.9

