기온분석
[검색조건]
자료구분 : 일
자료형태 : 기본
지역/지점 : 속초
기간 : 20200120~20210331

날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
2020-03-24,90,8.3,3.2,13.3
2020-03-25,90,9.3,4,13.7
2020-03-26,90,13.2,6.8,19.3
2020-03-27,90,8.1,4.1,14.1
2020-03-28,90,5.2,0.3,7.9
2020-03-29,90,6.6,0.4,11.2
2020-03-30,90,8.4,2,14
2020-03-31,90,10.6,4.4,15.8
2020-04-01,90,9.1,3.3,13.9
2020-04-02,90,12,2.6,18.4
2020-04-03,90,15.4,8.4,20.8
2020-04-04,90,8.4,4.6,13
2020-04-05,90,6.6,0.9,11.8
2020-04-06,90,10.9,3.6,14.7
2020-04-07,90,12.5,9,18.5
2020-04-08,90,7.4,3.4,10.7
2020-04-09,90,7.9,3.3,11.3
2020-04-10,90,8.4,3.2,13.8
2020-04-11,90,10.1,4,15.4
2020-04-12,90,9.5,7.2,11.8
2020-04-13,90,9.5,5,13.8
2020-04-14,90,16.5,7.5,23.7
2020-04-15,90,13.5,8.1,20.3
2020-04-16,90,11.2,6.7,15
2020-04-17,90,11.7,9.1,13.6
2020-04-18,90,10.4,7.5,13.2
2020-04-19,90,9.7,6.4,13
2020-04-20,90,10.8,7.1,16.2
2020-04-21,90,8.7,5.1,14
2020-04-22,90,7.8,4.5,12.1
2020-04-23,90,9.1,5,14.9
2020-04-24,90,12.8,6.5,18
2020-04-25,90,15.7,11.2,22.7
2020-04-26,90,10.5,8.3,14
2020-04-27,90,10.2,6.5,13.9
2020-04-28,90,17.6,8,23.2
2020-04-29,90,16.8,11.3,22.1
2020-04-30,90,19.2,12.4,24.5
2020-05-01,90,25.5,18.2,32.4
2020-05-02,90,24.8,20.6,28.6
2020-05-03,90,20.8,14.6,26.8
2020-05-04,90,15.3,12.8,28
2020-05-05,90,15,12.2,17.4
2020-05-06,90,15.6,11.4,19.5
2020-05-07,90,14.7,8.9,18.7
2020-05-08,90,14.8,10.1,19.4
2020-05-09,90,13.7,11.7,15.7
2020-05-10,90,19,14,24.1
2020-05-11,90,20.4,16.4,25.2
2020-05-12,90,17.2,13.5,21.1
2020-05-13,90,20.8,14.7,26.5
2020-05-14,90,23,19.3,29.1
2020-05-15,90,16.1,14.1,22.6
2020-05-16,90,15.2,14,16.4
2020-05-17,90,16.3,14.8,19.4
2020-05-18,90,14.8,13.7,15.6
2020-05-19,90,10.3,7.8,13.8
2020-05-20,90,10.6,8.3,14.4
2020-05-21,90,13.2,9.3,16.9
2020-05-22,90,13.2,12,14.9
2020-05-23,90,14.5,11.7,18
2020-05-24,90,17.3,13.9,23
2020-05-25,90,21.2,16.3,24.7
2020-05-26,90,17.4,13.4,24.6
2020-05-27,90,19.1,12.9,23.8
2020-05-28,90,18.1,14.3,22.8
2020-05-29,90,17.9,13.1,22.5
2020-05-30,90,17.5,11.1,22.3
2020-05-31,90,17.7,12.9,21.1
2020-06-01,90,23.9,17.3,28.5
2020-06-02,90,19.3,13.9,25.1
2020-06-03,90,22.6,13.9,27.9
2020-06-04,90,25.9,20.6,31.4
2020-06-05,90,18.9,17,24.4
2020-06-06,90,18.4,15.5,21.8
2020-06-07,90,19.7,16.7,23.4
2020-06-08,90,22.8,16.7,29.4
2020-06-09,90,25,20.4,32
2020-06-10,90,24.2,19.6,29.6
2020-06-11,90,24.7,21.9,29.1
2020-06-12,90,20.4,19.3,22.3
2020-06-13,90,23.5,19.2,29.5
2020-06-14,90,27.3,20.4,33.2
2020-06-15,90,28.4,23.5,33
2020-06-16,90,23.5,18.7,27.3
2020-06-17,90,22.5,17.4,27.5
2020-06-18,90,20.7,17.9,24.3
2020-06-19,90,18.1,17.2,18.9
2020-06-20,90,20.3,16.1,23.8
2020-06-21,90,21.3,18.6,25
2020-06-22,90,21.1,17.4,26.7
2020-06-23,90,21.9,18.8,26
2020-06-24,90,20,18.8,21.8
2020-06-25,90,19.3,18.5,21.6
2020-06-26,90,23.8,18.2,28.6
2020-06-27,90,25.3,20.6,30.4
2020-06-28,90,21.6,19.4,24.1
2020-06-29,90,21.4,20.5,23.1
2020-06-30,90,18.7,16.4,21
2020-07-01,90,19.5,16.1,25
2020-07-02,90,22,18,25.7
2020-07-03,90,21.7,18.6,25.2
2020-07-04,90,21.1,18,24.8
2020-07-05,90,23.2,18.4,28.2
2020-07-06,90,22.8,19,27.9
2020-07-07,90,23.1,21,26.9
2020-07-08,90,23.4,20.6,27
2020-07-09,90,22.7,21.1,25.8
2020-07-10,90,21.5,20.5,22.3
2020-07-11,90,19.3,16.7,21.8
2020-07-12,90,19.7,15.6,22.8
2020-07-13,90,19,18.2,19.9
2020-07-14,90,18.4,17.1,19.8
2020-07-15,90,19.6,16.3,23.2
2020-07-16,90,20.5,15.7,24.3
2020-07-17,90,21.5,17.9,24.9
2020-07-18,90,21.6,19.6,25.3
2020-07-19,90,21.1,19.3,24.4
2020-07-20,90,26.9,20.8,30.9
2020-07-21,90,25.2,22,28.9
2020-07-22,90,22.8,20.8,25.3
2020-07-23,90,21.1,19.2,22.7
2020-07-24,90,19.8,18.3,20.8
2020-07-25,90,19.9,19.4,20.7
2020-07-26,90,20.5,18.9,23.2
2020-07-27,90,20.3,19.7,21.4
2020-07-28,90,21.3,20,23.8
2020-07-29,90,21.3,20.2,23.5
2020-07-30,90,22.7,20.9,25.3
2020-07-31,90,27.6,21.5,33.3
2020-08-01,90,26.3,23.1,29.6
2020-08-02,90,24,22.8,28.7
2020-08-03,90,26.8,23.2,31.1
2020-08-04,90,24.4,22.4,29.6
2020-08-05,90,21.5,20.6,23.2
2020-08-06,90,22.6,20.7,26
2020-08-07,90,24.2,21,28.3
2020-08-08,90,22.2,20.8,23.8
2020-08-09,90,22.9,20.6,28.6
2020-08-10,90,25,22.9,30.2
2020-08-11,90,25.6,21.2,31.2
2020-08-12,90,28.2,22.9,32.4
2020-08-13,90,28.9,24.8,34.9
2020-08-14,90,31,29.1,32.9
2020-08-15,90,29.7,25,33.3
2020-08-16,90,28.9,25,32
2020-08-17,90,29.3,25.3,33.1
2020-08-18,90,28.6,24.3,33
2020-08-19,90,29.5,23.3,35.1
2020-08-20,90,24.4,21.6,29.7
2020-08-21,90,21.2,20,22.5
2020-08-22,90,22.1,20.3,25.1
2020-08-23,90,23.6,19.6,27.7
2020-08-24,90,24.7,20.4,28.5
2020-08-25,90,27.3,23.2,32.2
2020-08-26,90,25.8,23.5,28.9
2020-08-27,90,27.3,25.1,32.4
2020-08-28,90,27.1,25.3,31.6
2020-08-29,90,26.9,24.6,31.1
2020-08-30,90,23.4,22.3,25.6
2020-08-31,90,22.8,21.2,24.6
2020-09-01,90,24,20.3,27.1
2020-09-02,90,23,21.7,23.6
2020-09-03,90,25.3,22.3,28.7
2020-09-04,90,23.7,18.5,28.3
2020-09-05,90,20.7,17.1,23.7
2020-09-06,90,18.3,16,22.6
2020-09-07,90,21.3,15.3,26.2
2020-09-08,90,25.1,22.5,27.3
2020-09-09,90,22.6,19.5,26.5
2020-09-10,90,22.3,18.5,28.1
2020-09-11,90,20.2,18.3,23.1
2020-09-12,90,18.5,16.4,20.1
2020-09-13,90,17.4,15.4,20.6
2020-09-14,90,20.1,14.7,27.9
2020-09-15,90,20.8,17.4,24.5
2020-09-16,90,20.7,18.4,24.4
2020-09-17,90,21.3,18.8,24
2020-09-18,90,21.6,19,26.6
2020-09-19,90,21.9,17.4,26.8
2020-09-20,90,18.5,13.9,22.5
2020-09-21,90,17.2,13.8,21.7
2020-09-22,90,16.8,13.1,21.3
2020-09-23,90,17.3,13.3,20.9
2020-09-24,90,18.3,15.3,20.2
2020-09-25,90,18.3,16.6,19.8
2020-09-26,90,17.6,15.9,19.9
2020-09-27,90,17,13,20.9
2020-09-28,90,17,12.1,21.9
2020-09-29,90,18.3,13.5,23.7
2020-09-30,90,16.8,14.7,20
2020-10-01,90,16.5,14.8,18.7
2020-10-02,90,18.8,14.3,23.7
2020-10-03,90,18.3,15.9,22.2
2020-10-04,90,17.7,12.2,22.9
2020-10-05,90,14.7,10.3,20.5
2020-10-06,90,13,8.6,17.7
2020-10-07,90,14.2,9.8,19
2020-10-08,90,15,11.5,19.6
2020-10-09,90,15.7,11,19.5
2020-10-10,90,14.8,11.4,18.4
2020-10-11,90,14.6,10.9,19.6
2020-10-12,90,15.4,11.3,20.7
2020-10-13,90,14.4,10.9,17
2020-10-14,90,13.8,9.3,18.8
2020-10-15,90,11.2,6.8,16.9
2020-10-16,90,13,7.6,16.8
2020-10-17,90,12.3,8.3,17.2
2020-10-18,90,14.8,8.6,21.2
2020-10-19,90,15.1,10.2,19.8
2020-10-20,90,14.5,10,20.5
2020-10-21,90,14.6,9,18.2
2020-10-22,90,15.8,11.1,20.5
2020-10-23,90,10.7,7.5,15.9
2020-10-24,90,11.1,4.6,15.7
2020-10-25,90,15.6,10.3,22.3
2020-10-26,90,13.2,8.7,18.2
2020-10-27,90,15.1,8.7,19.6
2020-10-28,90,14,8.6,19.3
2020-10-29,90,10,6.5,14.6
2020-10-30,90,10.9,6,15.3
2020-10-31,90,13,5.7,18.5
2020-11-01,90,15.8,13.6,19
2020-11-02,90,12.9,8,17.2
2020-11-03,90,6.7,3.3,11.3
2020-11-04,90,7.6,0.6,13.5
2020-11-05,90,13.2,7,17.8
2020-11-06,90,16.6,12.4,21.3
2020-11-07,90,17.3,14.2,20.7
2020-11-08,90,11,5.1,14.7
2020-11-09,90,7.2,1.2,12.4
2020-11-10,90,7,3.2,11.6
2020-11-11,90,9.7,4.1,15.6
2020-11-12,90,14.1,5.3,19.7
2020-11-13,90,13.2,7.7,19.1
2020-11-14,90,11.5,6.4,16.1
2020-11-15,90,14,7,19.5
2020-11-16,90,14.8,11.4,18.1
2020-11-17,90,14,10.8,17.8
2020-11-18,90,15.1,12.1,18.5
2020-11-19,90,17.3,12,23.1
2020-11-20,90,7.4,3,12.2
2020-11-21,90,7.8,1.9,12.6
2020-11-22,90,8.2,5.1,10
2020-11-23,90,5.1,1.3,10.6
2020-11-24,90,4.9,0.6,9.4
2020-11-25,90,6.9,1.9,11.3
2020-11-26,90,6.8,2.7,9.9
2020-11-27,90,6.8,4.1,9.9
2020-11-28,90,2.4,-0.6,5.9
2020-11-29,90,1.9,-0.5,5.4
2020-11-30,90,2.3,-2.1,6.9
2020-12-01,90,2.1,-2.9,6.6
2020-12-02,90,4.1,1.2,8.6
2020-12-03,90,3.7,-0.3,7.6
2020-12-04,90,2.5,-2.7,8.7
2020-12-05,90,4.1,0.2,8.6
2020-12-06,90,6,0.6,10.4
2020-12-07,90,5.5,0.7,10.4
2020-12-08,90,0.9,-3.1,5.6
2020-12-09,90,3.8,-2.2,8.2
2020-12-10,90,7.3,3.8,10.5
2020-12-11,90,7.1,4.9,10.2
2020-12-12,90,4.7,0.7,8.1
2020-12-13,90,0.2,-3.4,2.7
2020-12-14,90,-5.7,-9.6,-3.2
2020-12-15,90,-6,-9.7,-2.2
2020-12-16,90,-5.7,-9.2,-1.6
2020-12-17,90,-2.3,-8.7,3
2020-12-18,90,0.4,-4,4.4
2020-12-19,90,-1.8,-6.1,2
2020-12-20,90,-1.5,-6.5,4.5
2020-12-21,90,1.6,-4.1,6.8
2020-12-22,90,4.1,-0.1,7.2
2020-12-23,90,7.5,4,10
2020-12-24,90,5.1,0,8.8
2020-12-25,90,0.2,-3.4,3.6
2020-12-26,90,4.2,-1.2,8.6
2020-12-27,90,7,-0.2,11
2020-12-28,90,6.9,3.9,11.2
2020-12-29,90,3.7,0.9,7.1
2020-12-30,90,-6.4,-10.6,1
2020-12-31,90,-6.3,-11.3,-1.8
2021-01-01,90,-2.9,-7.7,1.2
2021-01-02,90,-2.5,-6.3,1.5
2021-01-03,90,-2.5,-5.8,0.7
2021-01-04,90,-0.9,-4.2,3.2
2021-01-05,90,-3.2,-7.3,0.1
2021-01-06,90,-5.9,-9.4,-2.2
2021-01-07,90,-12.1,-14.8,-5.9
2021-01-08,90,-13,-16.1,-9
2021-01-09,90,-10.2,-15.6,-5.3
2021-01-10,90,-5.9,-12.6,-1.2
2021-01-11,90,-4.4,-9.2,-0.3
2021-01-12,90,-0.8,-4.8,2.5
2021-01-13,90,5.7,-0.8,9.3
2021-01-14,90,2.8,-1.2,6
2021-01-15,90,3.2,-1.2,7.8
2021-01-16,90,-0.2,-5.3,4.8
2021-01-17,90,-3.9,-7.1,-0.2
2021-01-18,90,-2.6,-6.9,2.5
2021-01-19,90,-6.1,-10.9,-1.6
2021-01-20,90,1,-5.9,7.9
2021-01-21,90,6.4,0.3,9.7
2021-01-22,90,5,2.2,7.3
2021-01-23,90,1.8,0.9,4.9
2021-01-24,90,3.5,1.9,5.6
2021-01-25,90,4.1,0.5,7.9
2021-01-26,90,5.3,3.4,8.5
2021-01-27,90,3.3,0.3,6.7
2021-01-28,90,-0.5,-7.6,8.1
2021-01-29,90,-6.4,-9.7,-2.8
2021-01-30,90,1.3,-7.9,5.1
2021-01-31,90,2.8,-3.1,8.2
2021-02-01,90,7.7,2.6,13.7
2021-02-02,90,-2.7,-5.8,3.6
2021-02-03,90,-2.2,-7.6,2
2021-02-04,90,0.1,-2.8,2.9
2021-02-05,90,5.1,-0.4,9.2
2021-02-06,90,8.7,5.1,12.5
2021-02-07,90,3.9,-0.5,9.1
2021-02-08,90,-1.2,-3.9,1.5
2021-02-09,90,1.7,-4.8,7.3
2021-02-10,90,5.8,1.5,10.4
2021-02-11,90,6.1,0.6,10.7
2021-02-12,90,6.7,1.5,13.8
2021-02-13,90,4,0.3,8.1
2021-02-14,90,5.9,0.9,11.1
2021-02-15,90,3.1,-3.2,8.5
2021-02-16,90,-2.9,-6.2,0.7
2021-02-17,90,-7.5,-10,-4.2
2021-02-18,90,-4,-10.1,1.8
2021-02-19,90,5.7,-4.3,11.1
2021-02-20,90,12.7,7.9,17.8
2021-02-21,90,7.4,3.1,14.4
2021-02-22,90,4,1.9,7.6
2021-02-23,90,0.6,-2.5,3.6
2021-02-24,90,1,-2.7,5.4
2021-02-25,90,2.9,-1.9,7
2021-02-26,90,4.5,0.2,7.7
2021-02-27,90,3.9,1.7,6.5
2021-02-28,90,6.1,-1.5,10.7
2021-03-01,90,2,-0.4,10
2021-03-02,90,-1.3,-4.1,0.5
2021-03-03,90,2.1,-4.5,7.4
2021-03-04,90,5.9,0.7,10.5
2021-03-05,90,9.5,1.5,16.5
2021-03-06,90,0.5,-1.1,10.3
2021-03-07,90,1.7,-0.9,5.1
2021-03-08,90,2.7,-0.3,6.5
2021-03-09,90,8.1,-0.3,15.2
2021-03-10,90,7.4,2.2,11.5
2021-03-11,90,10.6,1.8,16.1
2021-03-12,90,6.6,5.1,10.6
2021-03-13,90,6,2.4,10.1
2021-03-14,90,8,3,13.2
2021-03-15,90,10.6,4,14.2
2021-03-16,90,10.5,4.8,15.9
2021-03-17,90,7.3,2.8,10.3
2021-03-18,90,7.1,5.2,9.1
2021-03-19,90,7.4,6.2,9
2021-03-20,90,7.4,5.7,9.9
2021-03-21,90,7.3,4.7,11.6
2021-03-22,90,8.1,3,12.8
2021-03-23,90,12.8,6.5,18.9
2021-03-24,90,13.8,9.5,17.8
2021-03-25,90,14.3,9.5,18.7
2021-03-26,90,13.6,10.1,17.9
2021-03-27,90,9.1,7.3,11.4
2021-03-28,90,12.4,7.9,17.3
2021-03-29,90,13.8,9.4,18.6
2021-03-30,90,12.2,7.2,18.6
2021-03-31,90,11.1,5.4,15.2

