기온분석
[검색조건]
자료구분 : 일
자료형태 : 기본
지역/지점 : 철원
기간 : 20200120~20210331

날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
2020-08-04,95,25.2,23,27.1
2020-08-05,95,24.9,23,27.3
2020-08-06,95,23.6,22.2,24.8
2020-08-07,95,23.3,21.1,26.1
2020-08-08,95,24.3,18.9,29.6
2020-08-09,95,23.3,21.1,25.3
2020-08-10,95,25.1,23.7,27.3
2020-08-11,95,24.4,22.7,27.5
2020-08-12,95,26.3,22.5,30.7
2020-08-13,95,27.2,24,30.1
2020-08-14,95,26.1,24.9,27.6
2020-08-15,95,25.7,24.6,27.4
2020-08-16,95,26.6,24.4,29.7
2020-08-17,95,26.2,23.5,28.9
2020-08-18,95,25.4,21.6,30.7
2020-08-19,95,24.9,20.4,30.3
2020-08-20,95,25.8,22,30.8
2020-08-21,95,21.4,19.7,23.4
2020-08-22,95,22.8,19.8,28.1
2020-08-23,95,23.2,18.7,29.3
2020-08-24,95,24.7,19.8,30.3
2020-08-25,95,26.9,21.9,32.1
2020-08-26,95,29,22.6,34.9
2020-08-27,95,26.8,24.3,30.1
2020-08-28,95,25.7,23.7,29.6
2020-08-29,95,26.1,23.2,30.8
2020-08-30,95,26.6,23.4,32.1
2020-08-31,95,24.9,22.7,28
2020-09-01,95,25.3,21.5,30.1
2020-09-02,95,22.9,21.8,24.3
2020-09-03,95,21.4,19.5,24.4
2020-09-04,95,21.3,16,26.3
2020-09-05,95,20.7,14.3,27.2
2020-09-06,95,19.2,16.3,23.8
2020-09-07,95,18.4,15.4,21.3
2020-09-08,95,20.3,17.9,24.3
2020-09-09,95,19,15.4,23.8
2020-09-10,95,20.4,16.2,26
2020-09-11,95,20.3,15.2,27.7
2020-09-12,95,18.7,16.9,23
2020-09-13,95,19.6,13.7,24.7
2020-09-14,95,19.7,14.9,25.2
2020-09-15,95,21.2,16.6,26.9
2020-09-16,95,20.1,17.5,23.7
2020-09-17,95,19.9,17.4,22.9
2020-09-18,95,16.8,11.7,24.2
2020-09-19,95,16.6,10.3,24.8
2020-09-20,95,15.5,9.1,22.9
2020-09-21,95,15.2,7.8,23.2
2020-09-22,95,16,9.1,24.5
2020-09-23,95,16.5,10.1,22.6
2020-09-24,95,18,13.9,22.9
2020-09-25,95,17.4,11.6,23.1
2020-09-26,95,16.3,10.2,22.8
2020-09-27,95,17.2,10.5,24.5
2020-09-28,95,16.7,10.1,24.6
2020-09-29,95,15.9,10,23.2
2020-09-30,95,16.7,12.7,22.3
2020-10-01,95,17.7,12.6,23.1
2020-10-02,95,17,12.6,20.6
2020-10-03,95,17.5,14.5,22.8
2020-10-04,95,14,6.3,20.9
2020-10-05,95,10.1,3.1,17.3
2020-10-06,95,10.2,2.8,18.2
2020-10-07,95,12.2,4.6,21.3
2020-10-08,95,13.4,5.7,23.1
2020-10-09,95,14.8,6.3,22.1
2020-10-10,95,14.2,8,20.6
2020-10-11,95,14.1,6.7,20.6
2020-10-12,95,13.3,8.1,19.9
2020-10-13,95,10.2,4.1,18.6
2020-10-14,95,9.3,2,17
2020-10-15,95,7.2,0.3,16.9
2020-10-16,95,8,3.2,12.8
2020-10-17,95,8.4,3.3,17
2020-10-18,95,9.6,0.7,18.7
2020-10-19,95,11,4.8,20.5
2020-10-20,95,10.8,3.5,21.7
2020-10-21,95,9.9,5,16.5
2020-10-22,95,11.1,5.9,16.7
2020-10-23,95,6.1,-0.3,12.3
2020-10-24,95,4.8,-2.7,12.8
2020-10-25,95,7.6,-1.8,17.1
2020-10-26,95,9.1,0.9,18.3
2020-10-27,95,10.7,3,18.8
2020-10-28,95,10,2.4,17.7
2020-10-29,95,6.5,-2.2,16.1
2020-10-30,95,7.7,-1,17.8
2020-10-31,95,10,0,16.7
2020-11-01,95,11.3,5.2,14.3
2020-11-02,95,7.3,0.2,14.3
2020-11-03,95,3.2,-1.9,6.9
2020-11-04,95,1.8,-6.2,9.7
2020-11-05,95,7.6,0.2,14.6
2020-11-06,95,11.3,5.7,16.8
2020-11-07,95,13.9,11.2,17.5
2020-11-08,95,6.4,-1.6,11.6
2020-11-09,95,1.6,-5.6,9.7
2020-11-10,95,3,-4.8,11.9
2020-11-11,95,4.3,-3.2,15.6
2020-11-12,95,6.5,-2.6,16.3
2020-11-13,95,8.7,3.1,17.5
2020-11-14,95,7.5,-1.3,17.8
2020-11-15,95,6.7,0.5,14.5
2020-11-16,95,8.1,0.1,17.7
2020-11-17,95,10.1,2.5,16.9
2020-11-18,95,15.6,11,19.3
2020-11-19,95,13.5,5.6,19.8
2020-11-20,95,1.4,-1.9,5.7
2020-11-21,95,4.1,-2.9,10
2020-11-22,95,4.5,0.6,6.9
2020-11-23,95,-0.4,-3.6,4.2
2020-11-24,95,-0.6,-4.6,4.8
2020-11-25,95,-1.1,-4.8,6.2
2020-11-26,95,0.9,-4,9.2
2020-11-27,95,0.8,-3.4,6.5
2020-11-28,95,-2.2,-6,1.7
2020-11-29,95,-2.7,-7.8,1.7
2020-11-30,95,-3.7,-8.9,2.9
2020-12-01,95,-2.9,-9.3,4.9
2020-12-02,95,-0.8,-3.9,5.1
2020-12-03,95,-2.7,-7.2,3.6
2020-12-04,95,-4.4,-9.8,2.9
2020-12-05,95,-1.7,-7.7,4.7
2020-12-06,95,2.3,-2.1,7.3
2020-12-07,95,0.9,-3.7,5.1
2020-12-08,95,-4.2,-8.9,2.9
2020-12-09,95,-3.6,-10.2,2.7
2020-12-10,95,0.4,-2.8,4.8
2020-12-11,95,-0.2,-2.8,5
2020-12-12,95,-1.5,-6,4.6
2020-12-13,95,-3.8,-11.3,-0.1
2020-12-14,95,-10.8,-15.7,-6.8
2020-12-15,95,-12.8,-18.1,-6.1
2020-12-16,95,-13,-18.8,-5.3
2020-12-17,95,-8.9,-18.6,-2.4
2020-12-18,95,-4.6,-11.4,0.8
2020-12-19,95,-9.6,-16.3,-2.3
2020-12-20,95,-8.1,-15.7,-0.4
2020-12-21,95,-6.9,-14.9,2.5
2020-12-22,95,-2,-9.3,5
2020-12-23,95,1.3,-7.4,6.4
2020-12-24,95,0.9,-4.1,5.8
2020-12-25,95,-4.2,-11,1.5
2020-12-26,95,-1.5,-6.3,6.2
2020-12-27,95,2.8,-6.2,9.6
2020-12-28,95,2.8,-2.1,9.9
2020-12-29,95,-2.2,-7.3,1.1
2020-12-30,95,-12.3,-14.7,-7.3
2020-12-31,95,-10.9,-17.6,-5.3
2021-01-01,95,-7.8,-15.9,-1
2021-01-02,95,-9,-15.3,-2.5
2021-01-03,95,-10,-16,-2.8
2021-01-04,95,-7.4,-16,-0.7
2021-01-05,95,-8.5,-15.8,-4.3
2021-01-06,95,-11.1,-19.2,-4.9
2021-01-07,95,-16.1,-18.8,-8.6
2021-01-08,95,-17,-21.9,-12.6
2021-01-09,95,-15.7,-22.4,-9.1
2021-01-10,95,-12.6,-20.2,-4
2021-01-11,95,-11.5,-17.8,-4.7
2021-01-12,95,-8.8,-16.8,-0.5
2021-01-13,95,-1.5,-12.1,6.5
2021-01-14,95,-3.2,-9.9,5.1
2021-01-15,95,1.1,-6.9,8.2
2021-01-16,95,-6,-11.7,-2.2
2021-01-17,95,-8.9,-16.6,-3.3
2021-01-18,95,-5.8,-14.2,-1.1
2021-01-19,95,-11.3,-18.8,-3.1
2021-01-20,95,-5.9,-15.5,5.5
2021-01-21,95,1.5,-3.4,6.7
2021-01-22,95,3.5,0.8,7
2021-01-23,95,3.9,1.7,7.3
2021-01-24,95,2.6,-3.7,11.7
2021-01-25,95,2.2,-4.4,13.1
2021-01-26,95,2.1,-2.1,6.3
2021-01-27,95,-0.7,-6,5.8
2021-01-28,95,-4.7,-11.2,1.2
2021-01-29,95,-11.1,-14.6,-6.5
2021-01-30,95,-6.2,-14.8,2.3
2021-01-31,95,-0.8,-12.6,7.4
2021-02-01,95,4.2,-3,10.2
2021-02-02,95,-7.1,-10,-3.1
2021-02-03,95,-5.7,-14.6,-0.2
2021-02-04,95,-6.4,-14.4,-0.6
2021-02-05,95,0.9,-6.9,4.2
2021-02-06,95,5.8,3.8,9.4
2021-02-07,95,2.4,-3.3,7.1
2021-02-08,95,-4.5,-8.5,-0.4
2021-02-09,95,-3.5,-10.8,2.8
2021-02-10,95,1.7,-4.6,6
2021-02-11,95,1,-4.5,9.2
2021-02-12,95,1.6,-6,12.9
2021-02-13,95,3.2,-5.8,14.7
2021-02-14,95,5.6,-1.7,13.4
2021-02-15,95,-0.2,-6.2,6.2
2021-02-16,95,-6,-10.1,-1.3
2021-02-17,95,-9.7,-12,-6
2021-02-18,95,-7.8,-14.2,-1.9
2021-02-19,95,-1,-13.2,6.4
2021-02-20,95,6.8,-0.8,13.2
2021-02-21,95,8.3,-2.7,17.3
2021-02-22,95,5.5,-0.4,12.3
2021-02-23,95,-2.3,-7.9,3.9
2021-02-24,95,-0.9,-9.6,9.4
2021-02-25,95,-0.8,-6.2,6.6
2021-02-26,95,2.8,-7.3,13.6
2021-02-27,95,5.1,-2.9,14.4
2021-02-28,95,4,-4.4,10.7
2021-03-01,95,1.2,-1.8,4.5
2021-03-02,95,-0.7,-4.8,3.9
2021-03-03,95,-0.2,-7.8,7.6
2021-03-04,95,2.9,-3.5,11.2
2021-03-05,95,5.3,-2.8,15
2021-03-06,95,2,-0.3,4
2021-03-07,95,3.2,-1.9,10.4
2021-03-08,95,3.3,-4.3,12.5
2021-03-09,95,4,-4,12.3
2021-03-10,95,5.2,-3.7,15.9
2021-03-11,95,7.1,-2.2,15.9
2021-03-12,95,7.3,3.3,13.9
2021-03-13,95,6.5,-0.1,14
2021-03-14,95,6.5,-0.9,13.2
2021-03-15,95,7.6,-1,14.6
2021-03-16,95,7.2,1,12.9
2021-03-17,95,6.2,-3,17.6
2021-03-18,95,8.2,-1.5,17.4
2021-03-19,95,12,6.6,18.7
2021-03-20,95,7.8,7,9.2
2021-03-21,95,4.6,2.8,8.6
2021-03-22,95,4.5,-2,10.8
2021-03-23,95,6.9,-2.9,16
2021-03-24,95,7.9,0.1,15.7
2021-03-25,95,10.6,3.6,18.8
2021-03-26,95,9.6,0.5,20.5
2021-03-27,95,8.8,3.8,15.3
2021-03-28,95,8.8,8,10.4
2021-03-29,95,9.5,3.1,14.6
2021-03-30,95,8.5,-1.5,17.8
2021-03-31,95,11,0.2,21.7

