기온분석
[검색조건]
자료구분 : 일
자료형태 : 기본
지역/지점 : 인제
기간 : 20200120~20210331

날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
2020-03-19,211,7.8,2,12
2020-03-20,211,7.6,-1.4,13.8
2020-03-21,211,11.6,7,18.5
2020-03-22,211,9.7,3.1,17.2
2020-03-23,211,6.9,-1.3,16.9
2020-03-24,211,7.3,-1.7,17.3
2020-03-25,211,9.6,-0.7,20.2
2020-03-26,211,13.3,2,23.5
2020-03-27,211,9.1,4.5,15.3
2020-03-28,211,5.1,-0.4,12.9
2020-03-29,211,5.4,-3.5,15.5
2020-03-30,211,7.1,-1.3,17.9
2020-03-31,211,9.8,-0.4,19.4
2020-04-01,211,6,1.4,12.2
2020-04-02,211,7.6,1.3,15.6
2020-04-03,211,9,-1.7,17.6
2020-04-04,211,7,-0.1,13.9
2020-04-05,211,5,-4.1,14.6
2020-04-06,211,8.2,-2.8,16.9
2020-04-07,211,10,1.1,17.9
2020-04-08,211,6.9,0.6,14.1
2020-04-09,211,5.8,-2.3,14.9
2020-04-10,211,7.3,-0.9,15.9
2020-04-11,211,7.6,-0.6,15.5
2020-04-12,211,4.6,1.6,8.6
2020-04-13,211,7.3,0.3,15.7
2020-04-14,211,10.6,-1.7,21.8
2020-04-15,211,10.6,1.9,22.3
2020-04-16,211,11.4,4.7,20.4
2020-04-17,211,9,6.8,10.9
2020-04-18,211,10.7,5.8,17.6
2020-04-19,211,8.8,5.5,13.6
2020-04-20,211,9.2,6.2,12.4
2020-04-21,211,7.2,4,10.5
2020-04-22,211,5.9,3.6,8.6
2020-04-23,211,7.9,3.2,13.5
2020-04-24,211,9.3,0.2,15.2
2020-04-25,211,12.7,7.5,19.3
2020-04-26,211,10.9,3.9,17.5
2020-04-27,211,10.2,2.7,17
2020-04-28,211,12.5,1.8,20.1
2020-04-29,211,14.4,6.2,22.1
2020-04-30,211,16.3,5.7,23.1
2020-05-01,211,21.3,14,27.8
2020-05-02,211,19.1,15.4,22.3
2020-05-03,211,20.2,14.1,26.7
2020-05-04,211,17.9,12.9,27.5
2020-05-05,211,16.1,11.1,22.8
2020-05-06,211,16.6,9.8,26
2020-05-07,211,16.2,7.8,23.7
2020-05-08,211,17.7,9.2,27.3
2020-05-09,211,13.8,11.8,15.4
2020-05-10,211,14.8,12.7,17.2
2020-05-11,211,17.1,13.4,21.7
2020-05-12,211,12.6,8.7,18
2020-05-13,211,14.4,5.4,22.5
2020-05-14,211,16.2,7.2,24.5
2020-05-15,211,14.1,12.7,15.4
2020-05-16,211,16.8,13.2,21.6
2020-05-17,211,20,15.2,26.4
2020-05-18,211,18.1,14.3,24.1
2020-05-19,211,10.8,8.3,14.5
2020-05-20,211,10.8,8.1,16
2020-05-21,211,14.1,7.4,21.5
2020-05-22,211,14.9,11,21.1
2020-05-23,211,17.7,12,24.3
2020-05-24,211,18.2,15.1,22.1
2020-05-25,211,17.8,13.8,23.2
2020-05-26,211,17.2,13.8,23.7
2020-05-27,211,16.7,11.2,24.1
2020-05-28,211,16.3,10.6,22.9
2020-05-29,211,17.7,10.3,26.6
2020-05-30,211,18.9,9.6,29.7
2020-05-31,211,20.1,10.7,28.1
2020-06-01,211,20.4,15,25.1
2020-06-02,211,17,12.7,22.2
2020-06-03,211,22.8,16.4,28.6
2020-06-04,211,23.1,18.9,28.4
2020-06-05,211,21.9,17.1,28.5
2020-06-06,211,21.2,13.9,29.4
2020-06-07,211,22.3,16.1,29
2020-06-08,211,24,16.9,31
2020-06-09,211,25.4,18.1,33.3
2020-06-10,211,24.7,18.5,31.7
2020-06-11,211,25.7,21.4,32.2
2020-06-12,211,22.9,18.6,28.7
2020-06-13,211,24.9,16.5,33
2020-06-14,211,24.8,21.1,29.4
2020-06-15,211,23.3,18.1,29.2
2020-06-16,211,21.7,14.1,29.3
2020-06-17,211,23.1,15.1,29.9
2020-06-18,211,21.9,18.1,27.2
2020-06-19,211,21,17.4,26.1
2020-06-20,211,22.7,16,30.6
2020-06-21,211,24.6,18.4,33
2020-06-22,211,25.9,17,35.1
2020-06-23,211,24.8,19.1,34.2
2020-06-24,211,20.3,18.4,22.4
2020-06-25,211,20.4,18.4,22.5
2020-06-26,211,21.7,19.5,24
2020-06-27,211,22.4,18.3,27.6
2020-06-28,211,21.7,17.9,28.8
2020-06-29,211,21.7,17.6,27.1
2020-06-30,211,19.1,16.2,21.4
2020-07-01,211,19.1,15.9,25.6
2020-07-02,211,21.8,16.2,30.2
2020-07-03,211,23,17.7,29.6
2020-07-04,211,22.1,16.4,29.5
2020-07-05,211,22.5,16.8,28.9
2020-07-06,211,23.5,17.1,30.3
2020-07-07,211,23.1,19.5,26.7
2020-07-08,211,23.5,18.4,31.3
2020-07-09,211,24.3,19.3,30.8
2020-07-10,211,21.9,19.7,23.4
2020-07-11,211,20.7,17,23.7
2020-07-12,211,19.9,14.2,25.3
2020-07-13,211,18.8,17.7,20.5
2020-07-14,211,18.4,15.8,21.4
2020-07-15,211,20.8,15.9,28.5
2020-07-16,211,21.2,14.8,30
2020-07-17,211,23.7,17.9,31.7
2020-07-18,211,23.5,19.3,30.5
2020-07-19,211,20.9,18.7,22.7
2020-07-20,211,24.3,20.9,27.6
2020-07-21,211,24.8,21.1,30.4
2020-07-22,211,23.4,20,29.2
2020-07-23,211,20.7,17.9,25.3
2020-07-24,211,20.4,18.1,23
2020-07-25,211,21,19.3,24.1
2020-07-26,211,22.5,19.4,28.6
2020-07-27,211,21.2,20.1,22.9
2020-07-28,211,22.6,19.7,27
2020-07-29,211,22.1,20.2,24.4
2020-07-30,211,24.2,20.5,28.6
2020-07-31,211,26,21.4,30.9
2020-08-01,211,24,22.5,26.9
2020-08-02,211,24.6,22.4,28.2
2020-08-03,211,23.7,22.5,25.6
2020-08-04,211,23.3,21.7,25.5
2020-08-05,211,22.5,20.3,25.2
2020-08-06,211,24,20.4,27.6
2020-08-07,211,23.5,21.2,26.4
2020-08-08,211,22.6,19.9,26.2
2020-08-09,211,22.8,20.6,25.5
2020-08-10,211,25.7,23.4,29
2020-08-11,211,24.2,22.7,26.6
2020-08-12,211,25.5,21.8,30.7
2020-08-13,211,26.2,22.8,30.4
2020-08-14,211,27.5,26.3,29.3
2020-08-15,211,25.8,24.3,27.3
2020-08-16,211,26.7,23.9,30.3
2020-08-17,211,26.7,23.5,29.9
2020-08-18,211,26.4,22.6,32.1
2020-08-19,211,26,22.2,31.2
2020-08-20,211,25.7,22.2,32.1
2020-08-21,211,22.4,20.8,23.6
2020-08-22,211,22.6,20.4,28.1
2020-08-23,211,22.6,19.2,28.6
2020-08-24,211,24.7,20.1,30.6
2020-08-25,211,27.3,22.6,33.2
2020-08-26,211,27.1,22.9,33.1
2020-08-27,211,27.1,23.7,31
2020-08-28,211,26.5,24.1,31.8
2020-08-29,211,26,23.9,31
2020-08-30,211,24.7,22.3,28.2
2020-08-31,211,24,21.5,27.9
2020-09-01,211,24.4,19.3,30.2
2020-09-02,211,22.6,21.3,24.3
2020-09-03,211,22.5,20.5,24.3
2020-09-04,211,21.4,16,26.4
2020-09-05,211,18.9,14.8,24.1
2020-09-06,211,18.6,16.2,24
2020-09-07,211,19.1,15.4,22.7
2020-09-08,211,21.6,17.2,25.4
2020-09-09,211,19,16.4,24.8
2020-09-10,211,19.9,16.1,25.6
2020-09-11,211,19.7,16.6,25.1
2020-09-12,211,18.3,16.5,21.9
2020-09-13,211,18.9,14.9,24.3
2020-09-14,211,19.3,16.1,24.6
2020-09-15,211,20.7,17.1,27.4
2020-09-16,211,19.8,18.1,24.3
2020-09-17,211,18.7,14.4,22.9
2020-09-18,211,17.6,12.9,23.8
2020-09-19,211,16.9,11.7,24.7
2020-09-20,211,15.3,10.2,23.1
2020-09-21,211,15.1,9.4,23.2
2020-09-22,211,14.5,9,21.9
2020-09-23,211,15,9.8,20.8
2020-09-24,211,16.5,14,19.7
2020-09-25,211,18,14.9,21
2020-09-26,211,16.6,14.1,21.2
2020-09-27,211,16.9,12.2,24.2
2020-09-28,211,16.3,12.2,24.8
2020-09-29,211,16,11.7,22.5
2020-09-30,211,16.3,13.8,20.9
2020-10-01,211,17.1,14.1,23.4
2020-10-02,211,17.4,13.3,21.4
2020-10-03,211,18.2,15.5,23.2
2020-10-04,211,15.8,9.1,20.6
2020-10-05,211,10.6,4.7,17.5
2020-10-06,211,10.3,5.1,18.7
2020-10-07,211,12.6,6.3,20.9
2020-10-08,211,12.8,7.1,20.7
2020-10-09,211,14,8.2,20.9
2020-10-10,211,13.1,7.6,19.6
2020-10-11,211,13,8.5,19.7
2020-10-12,211,14.1,9.3,20.9
2020-10-13,211,12.6,7.6,18.6
2020-10-14,211,10.3,4.9,17.4
2020-10-15,211,8.3,2.9,17.5
2020-10-16,211,7.8,3.4,12.6
2020-10-17,211,9.6,4.8,17.5
2020-10-18,211,9.2,2.7,18.5
2020-10-19,211,10.5,5.2,20.2
2020-10-20,211,10.6,4.6,21.3
2020-10-21,211,9.5,5.9,16.5
2020-10-22,211,11.9,6,18.5
2020-10-23,211,7.1,1.7,12.9
2020-10-24,211,5.5,-1.3,13.1
2020-10-25,211,7.4,-0.8,17.6
2020-10-26,211,8.6,0.6,19.1
2020-10-27,211,9.6,2.5,19
2020-10-28,211,10.1,3.3,18.6
2020-10-29,211,6.2,-0.6,16.5
2020-10-30,211,7.4,-0.7,17.2
2020-10-31,211,9.4,2.3,16.5
2020-11-01,211,11.5,9.5,13.6
2020-11-02,211,7.8,2.8,15.1
2020-11-03,211,4.9,-0.1,8.5
2020-11-04,211,2,-3.5,9.6
2020-11-05,211,6.3,-2.6,14.5
2020-11-06,211,11.3,5.8,16.7
2020-11-07,211,14.7,10.3,17.8
2020-11-08,211,8.9,1,13.8
2020-11-09,211,3,-3.4,10.5
2020-11-10,211,3,-3.5,12
2020-11-11,211,4.3,-2.8,15.8
2020-11-12,211,5.8,-2.3,16.6
2020-11-13,211,7.4,1.3,17
2020-11-14,211,6.6,0.3,17.2
2020-11-15,211,7.4,0.1,16.4
2020-11-16,211,8.5,1.4,18.6
2020-11-17,211,10.5,3.5,17.3
2020-11-18,211,14.2,11.1,17.7
2020-11-19,211,15.7,9,19.7
2020-11-20,211,4.1,0,9
2020-11-21,211,5.2,-1.8,12.9
2020-11-22,211,6.2,2.5,7.6
2020-11-23,211,1.7,-1.8,6.3
2020-11-24,211,0.7,-2.6,6.3
2020-11-25,211,1,-3.1,7.1
2020-11-26,211,3.1,-2.5,11.7
2020-11-27,211,2.3,-1.1,7.3
2020-11-28,211,-0.3,-3.2,3.5
2020-11-29,211,-0.6,-5.2,3.2
2020-11-30,211,-2.3,-6.8,3.7
2020-12-01,211,-2,-8,5.9
2020-12-02,211,0.3,-3,6
2020-12-03,211,-1.2,-5.5,5.1
2020-12-04,211,-3.4,-8.6,4
2020-12-05,211,-1,-7,5.7
2020-12-06,211,2.3,-4,6.6
2020-12-07,211,2.7,-1.4,6.9
2020-12-08,211,-2.9,-6.9,4
2020-12-09,211,-2.2,-9,5.7
2020-12-10,211,2.4,-0.9,6.9
2020-12-11,211,2.2,-2.3,7.9
2020-12-12,211,0.5,-4.1,6.4
2020-12-13,211,-2.9,-6.6,0.4
2020-12-14,211,-9,-12.6,-5.3
2020-12-15,211,-10.7,-15.8,-4.9
2020-12-16,211,-10.8,-15.4,-4.6
2020-12-17,211,-8.7,-16.7,-2.1
2020-12-18,211,-2.9,-9.1,2
2020-12-19,211,-7.6,-13.4,-0.8
2020-12-20,211,-7.6,-13.6,0.2
2020-12-21,211,-5.8,-12.9,2.3
2020-12-22,211,-2.7,-8.9,3.3
2020-12-23,211,0.9,-7.6,6.2
2020-12-24,211,3.2,-1.6,6.2
2020-12-25,211,-1.3,-5.7,1.9
2020-12-26,211,0.8,-4.8,6.1
2020-12-27,211,1.9,-5.3,9.1
2020-12-28,211,3.1,-1.8,10.5
2020-12-29,211,-1,-4.2,3.3
2020-12-30,211,-9.5,-13.1,-1.9
2020-12-31,211,-9.5,-14.4,-4.4
2021-01-01,211,-5.6,-12.8,-0.5
2021-01-02,211,-5.8,-12.1,-0.9
2021-01-03,211,-5.9,-10.7,-1.1
2021-01-04,211,-5.6,-13.1,0.1
2021-01-05,211,-6.4,-12.7,-1.8
2021-01-06,211,-9.8,-16.2,-4
2021-01-07,211,-13.8,-16.3,-6.9
2021-01-08,211,-15.4,-19.4,-10.5
2021-01-09,211,-13.6,-19.9,-7.1
2021-01-10,211,-11.4,-18.1,-4.2
2021-01-11,211,-10.5,-16.2,-4.6
2021-01-12,211,-7.3,-15.4,-0.8
2021-01-13,211,2.4,-5.4,6.5
2021-01-14,211,-0.8,-6.8,6.4
2021-01-15,211,1.7,-6.4,9.3
2021-01-16,211,-2.9,-9.1,2.9
2021-01-17,211,-6.3,-11.2,-2.3
2021-01-18,211,-4.9,-11.5,-1
2021-01-19,211,-10.4,-16.9,-2
2021-01-20,211,-6.7,-14.5,5.4
2021-01-21,211,1.9,-7.4,8.9
2021-01-22,211,4.3,1.5,8.2
2021-01-23,211,3.5,2.1,6.4
2021-01-24,211,3.6,-1.1,11.7
2021-01-25,211,2.8,-3.2,13.2
2021-01-26,211,2.5,-1,5.1
2021-01-27,211,0.3,-3.9,6.9
2021-01-28,211,-3.7,-8.8,2.1
2021-01-29,211,-9.1,-12.4,-4.3
2021-01-30,211,-5.3,-11.6,1.7
2021-01-31,211,-1.7,-11.2,8.1
2021-02-01,211,5.6,1.9,10
2021-02-02,211,-4.5,-6.8,2
2021-02-03,211,-4.2,-9.5,0.3
2021-02-04,211,-4.2,-12.6,-0.8
2021-02-05,211,-0.7,-9.5,4.3
2021-02-06,211,5.9,3,8.8
2021-02-07,211,3,-2.1,9.7
2021-02-08,211,-3.3,-7,0.7
2021-02-09,211,-2.3,-9.6,4
2021-02-10,211,1.9,-5.3,6.4
2021-02-11,211,1.6,-4.6,11
2021-02-12,211,2.2,-5.1,13.6
2021-02-13,211,2.9,-5.3,15.8
2021-02-14,211,5.8,-1.4,14.7
2021-02-15,211,1.8,-4.7,5.6
2021-02-16,211,-4.7,-7.4,-1.1
2021-02-17,211,-8.8,-10.9,-6.1
2021-02-18,211,-7.4,-13,-2.2
2021-02-19,211,-0.7,-11.1,6.2
2021-02-20,211,8.6,1.3,14.6
2021-02-21,211,9.4,-2.6,18.9
2021-02-22,211,7.7,1,16.1
2021-02-23,211,0.5,-4.4,6.6
2021-02-24,211,0.2,-7.1,10.1
2021-02-25,211,-0.2,-4.7,7.2
2021-02-26,211,2.1,-6,10.4
2021-02-27,211,3.6,-1.6,10.3
2021-02-28,211,5.1,-2.8,13.3
2021-03-01,211,1.7,-1,5.3
2021-03-02,211,-1,-5.1,3
2021-03-03,211,-0.4,-6.5,6.5
2021-03-04,211,2.1,-2.9,9.5
2021-03-05,211,4.1,-2,14.7
2021-03-06,211,1.3,0.1,5.8
2021-03-07,211,3.3,-0.9,9.9
2021-03-08,211,3.2,-3.7,13.3
2021-03-09,211,4.9,-1.3,12.7
2021-03-10,211,5.3,-1.8,16.3
2021-03-11,211,7.2,-1.6,17.6
2021-03-12,211,7.2,4.9,11.1
2021-03-13,211,7.2,0.8,14.4
2021-03-14,211,6.8,-0.5,14.5
2021-03-15,211,8.6,-0.1,14.9
2021-03-16,211,10,3.3,15.9
2021-03-17,211,7.2,-1.2,18.4
2021-03-18,211,7.7,0.1,18
2021-03-19,211,10.2,6.8,16.4
2021-03-20,211,8.2,7.5,9.2
2021-03-21,211,6.2,4,9.2
2021-03-22,211,6.1,1.2,10.8
2021-03-23,211,8.2,-1.6,15.7
2021-03-24,211,9.6,2.8,16.5
2021-03-25,211,11,1.8,18.9
2021-03-26,211,11.3,2.5,21
2021-03-27,211,10.1,5.3,16.8
2021-03-28,211,9.9,8.8,11.9
2021-03-29,211,11,5.5,15.2
2021-03-30,211,9.2,0.1,18.6
2021-03-31,211,11,1.4,22.7

