기온분석
[검색조건]
자료구분 : 일
자료형태 : 기본
지역/지점 : 춘천
기간 : 20200120~20210331

날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
2020-03-10,101,8,4.6,11.6
2020-03-11,101,4.4,0.6,9.1
2020-03-12,101,5.8,-3.6,13
2020-03-13,101,6.7,-1.2,11.5
2020-03-14,101,3.2,-5.1,9.9
2020-03-15,101,3.3,-1,8.8
2020-03-16,101,3.4,-4.4,10.1
2020-03-17,101,3.8,2.5,6.5
2020-03-18,101,7.1,2.2,16.6
2020-03-19,101,6.5,0.5,11.9
2020-03-20,101,8.9,2.6,15
2020-03-21,101,11.8,4,19.5
2020-03-22,101,11.5,5.1,18.9
2020-03-23,101,9,0,18.3
2020-03-24,101,9.3,0.7,19.1
2020-03-25,101,11,1.2,20.6
2020-03-26,101,14,3.8,21.5
2020-03-27,101,13.1,7.4,17.8
2020-03-28,101,7.6,1.2,14.4
2020-03-29,101,7.7,-1.5,16.9
2020-03-30,101,9.2,0.5,19.1
2020-03-31,101,11.2,1.5,20.4
2020-04-01,101,9.3,3.3,17
2020-04-02,101,8.1,1.7,17.2
2020-04-03,101,9.5,-1.2,18.5
2020-04-04,101,9.8,4.6,15.4
2020-04-05,101,7,-3,15.3
2020-04-06,101,9.4,-1,18.5
2020-04-07,101,10.8,1.8,18.4
2020-04-08,101,8.7,1.5,15.5
2020-04-09,101,8.3,-0.9,16.3
2020-04-10,101,10.1,3.4,16.5
2020-04-11,101,10.4,2.9,17
2020-04-12,101,7.2,2.3,11.1
2020-04-13,101,9.9,1.2,18.4
2020-04-14,101,12,0.5,22.7
2020-04-15,101,13.3,2.8,23.5
2020-04-16,101,15.2,7.3,23.7
2020-04-17,101,10.7,8.5,13.2
2020-04-18,101,13.9,8.4,20.7
2020-04-19,101,11.3,8.6,15.6
2020-04-20,101,10.2,8,12.8
2020-04-21,101,7.9,4.7,11.7
2020-04-22,101,6.7,4.3,9.8
2020-04-23,101,8.4,1.1,15
2020-04-24,101,9.4,-0.3,16.1
2020-04-25,101,12.2,4,19.7
2020-04-26,101,11.7,4.4,18.4
2020-04-27,101,11.1,3.4,18.4
2020-04-28,101,13,2.6,21.1
2020-04-29,101,14.7,6.4,22.8
2020-04-30,101,16.2,4.6,24.3
2020-05-01,101,21.2,14.1,28.1
2020-05-02,101,20.5,16.8,23.9
2020-05-03,101,21.5,16.2,27.7
2020-05-04,101,21.6,16,28.7
2020-05-05,101,17.1,12.6,21.7
2020-05-06,101,18.4,9.5,27.4
2020-05-07,101,18.8,10.7,25.7
2020-05-08,101,19.3,12.5,27.5
2020-05-09,101,14.7,12.6,16.1
2020-05-10,101,16.3,13.8,19.4
2020-05-11,101,17.7,14.2,22.6
2020-05-12,101,14.1,10.3,18.8
2020-05-13,101,15.7,6.9,23.3
2020-05-14,101,16.9,9.3,24.6
2020-05-15,101,15.1,14,16.8
2020-05-16,101,18.4,14.8,23.4
2020-05-17,101,21.3,17.1,26.8
2020-05-18,101,19.7,15.9,26.1
2020-05-19,101,12.4,8.6,16
2020-05-20,101,12.1,6,16.6
2020-05-21,101,15.8,8.3,22.3
2020-05-22,101,17.6,13.3,22.3
2020-05-23,101,19.8,15,25.4
2020-05-24,101,19.4,16.7,22.7
2020-05-25,101,18.2,14.8,22.9
2020-05-26,101,18,14.5,24
2020-05-27,101,18.2,11.7,24.9
2020-05-28,101,18.3,13.5,23.8
2020-05-29,101,20.2,12.2,28.2
2020-05-30,101,21.7,13.6,30.1
2020-05-31,101,21.9,14.9,29.3
2020-06-01,101,21.8,19,26.1
2020-06-02,101,17.7,14.7,21.4
2020-06-03,101,22.6,15,29.2
2020-06-04,101,24.1,18.9,29.7
2020-06-05,101,23.9,18.4,30.2
2020-06-06,101,24.2,17.5,31
2020-06-07,101,24.8,19.9,30.1
2020-06-08,101,25.6,18.8,32.6
2020-06-09,101,26.9,19.9,34.4
2020-06-10,101,26.4,21,32.6
2020-06-11,101,27.1,22.7,33.3
2020-06-12,101,24.6,19.9,28.9
2020-06-13,101,26.6,19.1,34.4
2020-06-14,101,25.4,21.4,30.1
2020-06-15,101,24.5,19.3,30.6
2020-06-16,101,23.4,16.2,30.8
2020-06-17,101,25.1,18.3,31.4
2020-06-18,101,23.3,19.4,27.1
2020-06-19,101,23.6,19.7,29.1
2020-06-20,101,25.1,18.4,32.1
2020-06-21,101,26.5,19.7,34.3
2020-06-22,101,27.6,19.3,36.4
2020-06-23,101,27.1,20.8,33.3
2020-06-24,101,21.8,19.5,25.3
2020-06-25,101,21.5,19.6,23.6
2020-06-26,101,22.6,20.4,25.8
2020-06-27,101,24,20.4,30
2020-06-28,101,24.2,19.1,31
2020-06-29,101,23.6,20.1,26.8
2020-06-30,101,21,18.3,23.6
2020-07-01,101,20.7,17.4,25.7
2020-07-02,101,23.9,18,30.4
2020-07-03,101,25.8,20.7,31.5
2020-07-04,101,24.6,19.7,30.2
2020-07-05,101,24,18.3,29.8
2020-07-06,101,25.5,20.1,31.6
2020-07-07,101,24.9,21.5,28.6
2020-07-08,101,25.5,19.1,31.9
2020-07-09,101,26.5,20.5,33
2020-07-10,101,23.4,22.5,25.4
2020-07-11,101,23.9,20.5,27.2
2020-07-12,101,22,17.7,25.2
2020-07-13,101,20,18.6,21.7
2020-07-14,101,20.1,17,23.8
2020-07-15,101,22,17.5,28.7
2020-07-16,101,23.9,18.1,31
2020-07-17,101,25.4,20.8,32.5
2020-07-18,101,26.1,22,31.8
2020-07-19,101,22,20.5,23.9
2020-07-20,101,24.4,22.1,26.9
2020-07-21,101,25.6,20.9,31.6
2020-07-22,101,24.5,21.6,27.8
2020-07-23,101,21.8,19,24.5
2020-07-24,101,22.2,18.7,24.7
2020-07-25,101,24,21.6,27.3
2020-07-26,101,24.3,20.4,29.5
2020-07-27,101,22.7,21.8,24.1
2020-07-28,101,23.8,21.1,27
2020-07-29,101,23,22,23.8
2020-07-30,101,25.6,22.8,29.7
2020-07-31,101,25.9,21.5,31.1
2020-08-01,101,24.7,23.5,26
2020-08-02,101,24.7,23.5,26.8
2020-08-03,101,23.8,22.9,25
2020-08-04,101,24.8,23,28.6
2020-08-05,101,24.9,24.1,26.2
2020-08-06,101,24.5,22.9,27.1
2020-08-07,101,23.8,22.1,26.3
2020-08-08,101,24.6,21.7,28.5
2020-08-09,101,23.7,22.1,25.4
2020-08-10,101,26.5,23.5,29.4
2020-08-11,101,25.1,23,27.4
2020-08-12,101,26.8,22.9,31
2020-08-13,101,27.2,24.4,30
2020-08-14,101,28.1,26.1,30.3
2020-08-15,101,26.6,25.5,28.1
2020-08-16,101,27.5,24.9,31
2020-08-17,101,27.2,24.8,30.2
2020-08-18,101,27.7,24.4,32.5
2020-08-19,101,27,23.3,32.5
2020-08-20,101,27.6,22.9,32.8
2020-08-21,101,24.1,22.3,26.6
2020-08-22,101,23.4,21.8,27.1
2020-08-23,101,25,21.4,30.7
2020-08-24,101,26.3,22,31.8
2020-08-25,101,28.5,23.9,33.7
2020-08-26,101,29.1,25.1,34.6
2020-08-27,101,28.5,25.1,31.5
2020-08-28,101,27.8,25,33.2
2020-08-29,101,27.1,25.1,29.8
2020-08-30,101,27.1,25.1,31.1
2020-08-31,101,25.4,23.6,28.8
2020-09-01,101,25.9,21.9,30.8
2020-09-02,101,24.1,23.2,25.1
2020-09-03,101,23,20.7,25.9
2020-09-04,101,22.4,17.8,27.3
2020-09-05,101,20.6,16.3,25.6
2020-09-06,101,20.2,18.4,23.8
2020-09-07,101,19.6,16.5,22.9
2020-09-08,101,22.8,18.6,26.8
2020-09-09,101,19.9,18.1,25.8
2020-09-10,101,21.1,17.7,26.6
2020-09-11,101,21.3,17.2,26.7
2020-09-12,101,19.4,17.9,22.7
2020-09-13,101,20.5,16.2,26
2020-09-14,101,20.8,17.1,26
2020-09-15,101,21.7,17.9,27.6
2020-09-16,101,20.9,19.8,24.3
2020-09-17,101,19.6,16.2,22.8
2020-09-18,101,18.4,14.3,25.1
2020-09-19,101,17.6,13.3,25.5
2020-09-20,101,16.8,10.5,24.3
2020-09-21,101,16.2,10.4,24.2
2020-09-22,101,17.2,11.1,24
2020-09-23,101,16.8,12.1,21
2020-09-24,101,18.1,13.9,23.2
2020-09-25,101,17.8,13.7,22.4
2020-09-26,101,16.9,12.8,22
2020-09-27,101,17.7,11.4,25.2
2020-09-28,101,17.9,13.6,25.9
2020-09-29,101,16.8,13.1,22.6
2020-09-30,101,17.9,13.6,22.2
2020-10-01,101,18.5,14.6,24
2020-10-02,101,17.9,14.9,21.6
2020-10-03,101,18.8,16.1,24.3
2020-10-04,101,16.2,9.4,21.8
2020-10-05,101,11.5,4.6,19.1
2020-10-06,101,11.9,5.7,20.4
2020-10-07,101,14.3,7.9,21.7
2020-10-08,101,14.4,8.8,21.6
2020-10-09,101,14.6,8.7,21
2020-10-10,101,14.6,8.3,20.8
2020-10-11,101,14.2,9.3,19.3
2020-10-12,101,14.7,10.5,21.6
2020-10-13,101,12.4,8.5,19.2
2020-10-14,101,10.8,5.8,18.3
2020-10-15,101,9.5,3.7,18.5
2020-10-16,101,8,4.7,11.7
2020-10-17,101,10.1,5.6,18.7
2020-10-18,101,10.1,3.4,20
2020-10-19,101,11.3,6.7,20.3
2020-10-20,101,11.7,5.6,21.9
2020-10-21,101,10.2,7.3,14.7
2020-10-22,101,12.3,6.7,19.3
2020-10-23,101,7.1,1.3,14.4
2020-10-24,101,6.1,-1.9,14.9
2020-10-25,101,8.2,-0.7,19.6
2020-10-26,101,9.6,2,19.1
2020-10-27,101,10.5,5.4,19
2020-10-28,101,11.3,4.5,20.1
2020-10-29,101,7.7,0.1,17.7
2020-10-30,101,9.5,2,18.7
2020-10-31,101,10.3,2.8,17.4
2020-11-01,101,11.4,8.9,12.8
2020-11-02,101,8.9,5.5,15.7
2020-11-03,101,5.1,-0.6,8.6
2020-11-04,101,2.3,-5.1,11.8
2020-11-05,101,6.9,-2.1,15.6
2020-11-06,101,11.4,7.2,16.9
2020-11-07,101,14,9.5,18.6
2020-11-08,101,7.7,2.1,14.2
2020-11-09,101,3.6,-4,11.8
2020-11-10,101,4.4,-2.9,14.1
2020-11-11,101,5.6,-1.7,15.7
2020-11-12,101,6.6,-1.2,17.8
2020-11-13,101,8.5,2.4,18.4
2020-11-14,101,8.4,1.9,18.4
2020-11-15,101,8.5,2.2,16.9
2020-11-16,101,9,2.1,18.1
2020-11-17,101,10.8,4.3,16.5
2020-11-18,101,13.7,11.8,15.3
2020-11-19,101,14.8,8.8,19.5
2020-11-20,101,4.3,1.1,8.7
2020-11-21,101,5.3,-1.4,11.4
2020-11-22,101,6.5,3.6,7.7
2020-11-23,101,1.9,-2,7
2020-11-24,101,1,-3,6.3
2020-11-25,101,1.7,-2.8,8.6
2020-11-26,101,2.8,-1.2,10.2
2020-11-27,101,2.3,-1.9,7.7
2020-11-28,101,-0.8,-4.7,4.7
2020-11-29,101,-1,-6,4.3
2020-11-30,101,-2.1,-7.7,5.3
2020-12-01,101,-1.4,-7.4,6.5
2020-12-02,101,0.7,-3,6.4
2020-12-03,101,-0.8,-5.7,6.1
2020-12-04,101,-2.5,-8,5.2
2020-12-05,101,-1.1,-7.3,6.6
2020-12-06,101,1.7,-3.4,8.2
2020-12-07,101,1.7,-1.9,7.6
2020-12-08,101,-2.2,-7.1,5.4
2020-12-09,101,-1.9,-8.2,4.6
2020-12-10,101,2.1,-0.7,7.4
2020-12-11,101,1.8,-2.8,6.9
2020-12-12,101,0.4,-4.1,6.9
2020-12-13,101,-2.5,-7,1.1
2020-12-14,101,-9.1,-13.4,-4.1
2020-12-15,101,-10.1,-15.6,-3.6
2020-12-16,101,-11,-17.2,-2.5
2020-12-17,101,-8.3,-16.9,-0.9
2020-12-18,101,-2.7,-7.8,3.4
2020-12-19,101,-7,-13.7,0.7
2020-12-20,101,-6.7,-13.1,2
2020-12-21,101,-5.2,-12.1,4.2
2020-12-22,101,-2.8,-8.3,4
2020-12-23,101,-1.2,-6,2.4
2020-12-24,101,1.5,-2,6
2020-12-25,101,-2.8,-8.9,3.4
2020-12-26,101,0,-4.8,8
2020-12-27,101,2.2,-4.1,8.6
2020-12-28,101,2.9,-1.5,10.5
2020-12-29,101,-0.4,-3,2.1
2020-12-30,101,-9.5,-13.6,-2.4
2020-12-31,101,-9.6,-15.9,-3.5
2021-01-01,101,-5.6,-14.6,1.2
2021-01-02,101,-5.5,-11.8,0.4
2021-01-03,101,-6.9,-14.1,-0.5
2021-01-04,101,-5.6,-12.8,0.6
2021-01-05,101,-5.6,-11.7,-1
2021-01-06,101,-9,-16.2,-2.3
2021-01-07,101,-13.8,-17.3,-6.1
2021-01-08,101,-15.9,-21.9,-9.2
2021-01-09,101,-14.2,-21.6,-6.4
2021-01-10,101,-11,-18.7,-3.2
2021-01-11,101,-10.5,-14.8,-5.6
2021-01-12,101,-8.5,-15.5,-2.8
2021-01-13,101,0.3,-7.1,6
2021-01-14,101,-1.5,-7.2,5.9
2021-01-15,101,0.3,-5.8,7.8
2021-01-16,101,-2.8,-8.7,2.2
2021-01-17,101,-6.5,-14.3,-0.7
2021-01-18,101,-4.8,-10.3,-0.2
2021-01-19,101,-9.9,-16.4,-1.9
2021-01-20,101,-6.8,-14.3,2.9
2021-01-21,101,-0.3,-5.5,3.4
2021-01-22,101,3.2,1.2,5.4
2021-01-23,101,5.1,2,9.2
2021-01-24,101,3.7,-1,12.6
2021-01-25,101,2.6,-2.8,11.7
2021-01-26,101,2,0.1,4.4
2021-01-27,101,1.4,-2.4,8
2021-01-28,101,-3.6,-8.8,0.4
2021-01-29,101,-8.2,-12,-2.9
2021-01-30,101,-6,-11.5,0.8
2021-01-31,101,-2.3,-10.5,5.3
2021-02-01,101,3.9,0.8,10.9
2021-02-02,101,-4.3,-6.9,0.9
2021-02-03,101,-4.4,-12.5,1.6
2021-02-04,101,-4.2,-11.5,0.9
2021-02-05,101,-0.1,-7.1,4.6
2021-02-06,101,6.5,3.7,9.6
2021-02-07,101,3.4,-1.6,9.7
2021-02-08,101,-2.8,-7,2
2021-02-09,101,-2.2,-9.7,5.8
2021-02-10,101,0.5,-6.2,6.7
2021-02-11,101,1.4,-4.2,9.7
2021-02-12,101,2.8,-4.2,13.8
2021-02-13,101,3.4,-4.2,14.6
2021-02-14,101,6.1,0.5,12.6
2021-02-15,101,2.1,-4.7,6
2021-02-16,101,-4.1,-6.8,-0.4
2021-02-17,101,-7.9,-10.4,-4.2
2021-02-18,101,-7,-13.7,-0.1
2021-02-19,101,-0.7,-10.8,6.9
2021-02-20,101,8.4,0.6,15.5
2021-02-21,101,8.4,-2.8,19.9
2021-02-22,101,7.1,1.3,15.9
2021-02-23,101,0.4,-5.3,7.1
2021-02-24,101,0.7,-6.7,11.3
2021-02-25,101,0.1,-4.2,5.8
2021-02-26,101,4.4,-3.8,13.5
2021-02-27,101,6.1,-0.3,13.1
2021-02-28,101,5.2,-2.3,11.4
2021-03-01,101,2.9,-0.2,5.7
2021-03-02,101,0.9,-2.1,4.6
2021-03-03,101,1.5,-2.5,8.1
2021-03-04,101,3.3,-1.5,11.1
2021-03-05,101,5.3,-0.5,15.5
2021-03-06,101,3.4,1.7,6.4
2021-03-07,101,4.5,-0.3,12.5
2021-03-08,101,5.1,-2.2,14.6
2021-03-09,101,5.5,-2.4,14.6
2021-03-10,101,6.6,-1.3,17.2
2021-03-11,101,8.6,-0.2,17.7
2021-03-12,101,8.9,6.1,12.3
2021-03-13,101,8.6,1.7,15.7
2021-03-14,101,8.2,1.1,15.8
2021-03-15,101,9.2,1.7,15.8
2021-03-16,101,10.3,4.3,15.9
2021-03-17,101,8.5,-0.3,19
2021-03-18,101,10.1,0.7,19
2021-03-19,101,13.5,9.3,20.3
2021-03-20,101,9.8,8.7,11.7
2021-03-21,101,7.1,4.7,10.5
2021-03-22,101,6.5,0.2,12.2
2021-03-23,101,7.9,-1.6,17
2021-03-24,101,9.3,0.5,17.5
2021-03-25,101,11.5,2.8,20.4
2021-03-26,101,11.6,2.8,22.1
2021-03-27,101,9.6,5.8,14.3
2021-03-28,101,10.5,9.8,11.9
2021-03-29,101,11.5,7.1,15.8
2021-03-30,101,9.9,0.7,20.1
2021-03-31,101,12.7,2.2,23.5

