기온분석
[검색조건]
자료구분 : 일
자료형태 : 기본
지역/지점 : 정선군
기간 : 20200120~20210331

날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
2020-08-08,217,21.4,19.4,24.6
2020-08-09,217,22.7,20.1,25.8
2020-08-10,217,23.8,20.7,27.3
2020-08-11,217,23,20,26.6
2020-08-12,217,24.9,19.5,31.2
2020-08-13,217,25.6,21.2,29.4
2020-08-14,217,26.6,24.6,28.9
2020-08-15,217,24.5,22,26.9
2020-08-16,217,25.1,21.4,30.5
2020-08-17,217,26.1,20.6,32.9
2020-08-18,217,26.2,22.1,33.3
2020-08-19,217,25.8,21.7,33.1
2020-08-20,217,26.1,20.9,33
2020-08-21,217,25,23,31.5
2020-08-22,217,24.2,20.2,30.3
2020-08-23,217,22.4,19.3,28.3
2020-08-24,217,24.3,19.6,31.1
2020-08-25,217,26.6,21.7,34.1
2020-08-26,217,26.9,22.8,31.9
2020-08-27,217,26.1,23.2,31.6
2020-08-28,217,27,23.8,32.2
2020-08-29,217,26.2,23.6,31.6
2020-08-30,217,24.3,22.2,27.9
2020-08-31,217,23.2,19.4,26.4
2020-09-01,217,23.3,18.3,28.7
2020-09-02,217,23.1,22.2,25.5
2020-09-03,217,22.4,20.2,25
2020-09-04,217,20.9,16.1,26.6
2020-09-05,217,18.2,15.5,21.9
2020-09-06,217,17.8,15.2,22
2020-09-07,217,19.5,15.4,23.9
2020-09-08,217,21,17.8,25.2
2020-09-09,217,19.6,16.3,24.7
2020-09-10,217,19.3,16,25.7
2020-09-11,217,19.2,16.6,22.9
2020-09-12,217,17.7,16.3,19.9
2020-09-13,217,18.1,14.7,22.6
2020-09-14,217,19,15.6,24.8
2020-09-15,217,19.3,15.7,26.1
2020-09-16,217,19.5,17.3,26.4
2020-09-17,217,18.8,16.1,22.6
2020-09-18,217,17.9,13.8,23.4
2020-09-19,217,16.5,12,23.4
2020-09-20,217,14.8,9.7,22.7
2020-09-21,217,14.6,8.2,23.1
2020-09-22,217,14.7,11,21.9
2020-09-23,217,14.9,10,19.2
2020-09-24,217,16.1,13.5,20.1
2020-09-25,217,17,13.7,20.1
2020-09-26,217,16.6,13.9,19.7
2020-09-27,217,15.8,11,22.4
2020-09-28,217,14.3,10.1,24.2
2020-09-29,217,15,10.3,23.3
2020-09-30,217,16.9,13.1,22.9
2020-10-01,217,17.3,13.6,23.1
2020-10-02,217,17.9,14.7,22.9
2020-10-03,217,16.2,14.9,20.1
2020-10-04,217,16.2,11,19.9
2020-10-05,217,10.7,5.8,16.6
2020-10-06,217,10.1,5.6,19.2
2020-10-07,217,11.5,6.8,17.3
2020-10-08,217,13.6,7.9,18.6
2020-10-09,217,15.8,13.6,18.7
2020-10-10,217,13.6,10.1,17.8
2020-10-11,217,13.3,7.7,20
2020-10-12,217,15.2,10.6,25.1
2020-10-13,217,12.5,7.5,18.5
2020-10-14,217,9.9,5.3,17.5
2020-10-15,217,9.6,4.3,18.8
2020-10-16,217,8.8,3.4,16.1
2020-10-17,217,9.5,5,18.6
2020-10-18,217,8.7,2.9,19
2020-10-19,217,9.7,3.6,21.1
2020-10-20,217,10.4,5.6,21.4
2020-10-21,217,9.3,5.4,14.6
2020-10-22,217,11,6.5,16.6
2020-10-23,217,7.6,2.7,14.4
2020-10-24,217,7,-1.3,12.9
2020-10-25,217,8.8,1.2,18.1
2020-10-26,217,8.7,0.8,19.6
2020-10-27,217,9.8,2.4,20.1
2020-10-28,217,10.8,4.4,20
2020-10-29,217,7.6,0.2,17.2
2020-10-30,217,8.2,0.8,16.7
2020-10-31,217,8.7,2.9,16.1
2020-11-01,217,10.2,8.3,12.3
2020-11-02,217,8.6,2.3,15.3
2020-11-03,217,4.4,1.5,6.8
2020-11-04,217,2.7,-1.5,10.2
2020-11-05,217,5.8,-4,15.8
2020-11-06,217,11.4,6,16.3
2020-11-07,217,13,8.9,17.8
2020-11-08,217,9.5,3.2,14
2020-11-09,217,4.1,-3,8.9
2020-11-10,217,3.8,-2.1,12
2020-11-11,217,4.2,-3,15.8
2020-11-12,217,5.6,-2.6,16.9
2020-11-13,217,6.6,-0.7,17
2020-11-14,217,6.8,1.4,16.6
2020-11-15,217,7.2,0.4,16.6
2020-11-16,217,8.8,1.8,17.9
2020-11-17,217,11.4,3.9,18.2
2020-11-18,217,14.4,11.3,18.6
2020-11-19,217,15.3,9.4,21.2
2020-11-20,217,4.7,0.2,9.4
2020-11-21,217,4.7,-1.3,11.1
2020-11-22,217,6.2,3.4,8.3
2020-11-23,217,1.6,-2.1,6.3
2020-11-24,217,1.6,-3.1,8.4
2020-11-25,217,1.7,-2.8,8.9
2020-11-26,217,3.1,-2.5,11.4
2020-11-27,217,3.5,-0.6,7.9
2020-11-28,217,-0.2,-2.1,4
2020-11-29,217,-0.8,-4.9,2.4
2020-11-30,217,-1.5,-5.7,5
2020-12-01,217,-1.6,-8.2,5.9
2020-12-02,217,-0.8,-3.8,3.7
2020-12-03,217,-1.8,-5.9,5.4
2020-12-04,217,-3.4,-9,3.5
2020-12-05,217,-1.2,-7.5,5.4
2020-12-06,217,0.8,-4.6,7
2020-12-07,217,2.2,-2.3,6.7
2020-12-08,217,-2.6,-6.7,3.6
2020-12-09,217,-2.4,-9.8,5.5
2020-12-10,217,2.5,-2.2,8.5
2020-12-11,217,2.7,-1.2,7.5
2020-12-12,217,1.4,-2.8,5.6
2020-12-13,217,-2.6,-5.6,0.2
2020-12-14,217,-8.6,-12.4,-3.7
2020-12-15,217,-11.3,-17.5,-5.8
2020-12-16,217,-11.3,-17,-4.4
2020-12-17,217,-10.4,-17.8,-2.5
2020-12-18,217,-4.1,-10.8,1.3
2020-12-19,217,-8,-13.8,0.2
2020-12-20,217,-7.9,-14.6,0
2020-12-21,217,-6.1,-13.5,2
2020-12-22,217,-3.9,-10,2.6
2020-12-23,217,-0.2,-8,5.4
2020-12-24,217,2.9,-1.7,6.5
2020-12-25,217,-2.8,-6,0.5
2020-12-26,217,-0.5,-6.3,5
2020-12-27,217,0.1,-4.2,7.4
2020-12-28,217,1.6,-2.6,9.9
2020-12-29,217,-0.3,-5,7.2
2020-12-30,217,-9.3,-13,-0.7
2020-12-31,217,-9.9,-15.5,-4.1
2021-01-01,217,-5.5,-10.9,-0.6
2021-01-02,217,-4.5,-7.3,-0.5
2021-01-03,217,-5.4,-9.5,-1.1
2021-01-04,217,-3.8,-10.8,1
2021-01-05,217,-4.6,-11.9,-1
2021-01-06,217,-9.9,-16.5,-4.1
2021-01-07,217,-13.7,-16.6,-6.7
2021-01-08,217,-14.3,-18.9,-10.2
2021-01-09,217,-12.9,-17.6,-7.5
2021-01-10,217,-10.5,-17.5,-3.8
2021-01-11,217,-10.5,-15.8,-4.7
2021-01-12,217,-6.9,-15.9,-0.1
2021-01-13,217,1.5,-4.3,6.1
2021-01-14,217,-0.5,-5.8,7.4
2021-01-15,217,1.8,-6.4,10
2021-01-16,217,-2.3,-6.8,3.8
2021-01-17,217,-6.5,-11,-2
2021-01-18,217,-5.3,-9.1,-1.8
2021-01-19,217,-9.8,-17,-1
2021-01-20,217,-6.8,-15,4.2
2021-01-21,217,-0.5,-9.3,8.6
2021-01-22,217,5.3,1.3,11.8
2021-01-23,217,4.3,3.2,5.5
2021-01-24,217,3.5,-1.5,10.1
2021-01-25,217,2.8,-1.6,10.5
2021-01-26,217,1.8,-0.4,5.3
2021-01-27,217,0.9,-3.1,7.1
2021-01-28,217,-4.4,-9.6,3
2021-01-29,217,-9.1,-13.1,-4.1
2021-01-30,217,-5.5,-12.6,2.8
2021-01-31,217,-2.7,-11.2,8
2021-02-01,217,3.4,-3.4,8.3
2021-02-02,217,-4.1,-6.4,3
2021-02-03,217,-4.2,-10.1,1.2
2021-02-04,217,-1.9,-6.4,1.8
2021-02-05,217,-0.9,-7.1,5.6
2021-02-06,217,3.8,-2.9,8.5
2021-02-07,217,4.2,-1.9,9.5
2021-02-08,217,-2.6,-5.7,0.9
2021-02-09,217,-2,-8.3,4.3
2021-02-10,217,-0.2,-7.6,6
2021-02-11,217,2.1,-5.2,12.5
2021-02-12,217,2.9,-3.9,15.2
2021-02-13,217,2.9,-5.3,16.2
2021-02-14,217,5.2,-1.8,13.4
2021-02-15,217,1.5,-5.2,6.6
2021-02-16,217,-5.6,-8.1,-2.3
2021-02-17,217,-9,-11.4,-5.9
2021-02-18,217,-7.2,-12.9,-1.1
2021-02-19,217,0,-9.3,7
2021-02-20,217,7,-0.1,14.7
2021-02-21,217,9.5,-3.2,19.2
2021-02-22,217,9.9,2.6,17.8
2021-02-23,217,1.2,-3.9,8
2021-02-24,217,1,-5.4,11.5
2021-02-25,217,1.4,-4.6,8.2
2021-02-26,217,4.1,-2.6,10.6
2021-02-27,217,4.3,-1.9,9.5
2021-02-28,217,5.3,-4.3,15
2021-03-01,217,3,-1.1,6.6
2021-03-02,217,-0.8,-6,2.8
2021-03-03,217,-0.1,-6.9,6.7
2021-03-04,217,2,-3.2,9
2021-03-05,217,4.2,-1.5,15.8
2021-03-06,217,1.2,-0.3,4.9
2021-03-07,217,4.4,0.1,11.5
2021-03-08,217,3.8,-2.1,13.7
2021-03-09,217,5.8,-1.3,14.5
2021-03-10,217,6.1,-1.2,17
2021-03-11,217,7.4,-1.8,18.3
2021-03-12,217,6.8,4.6,9.3
2021-03-13,217,8.6,3,14.9
2021-03-14,217,7.3,0.6,14.9
2021-03-15,217,8.8,-0.4,15.2
2021-03-16,217,11.3,4.6,18.3
2021-03-17,217,8,-1,19.3
2021-03-18,217,8.7,1.3,17.7
2021-03-19,217,11.1,7,17.5
2021-03-20,217,7.6,6,8.7
2021-03-21,217,6.1,3.1,8.3
2021-03-22,217,5.1,0.7,9.5
2021-03-23,217,8.1,-1.4,15.9
2021-03-24,217,8.8,2.1,17.2
2021-03-25,217,10.5,0.8,20.4
2021-03-26,217,11,1.3,22.2
2021-03-27,217,10.1,4.4,17.4
2021-03-28,217,10.2,8.9,13.8
2021-03-29,217,10.9,7,15.2
2021-03-30,217,9.1,0.4,19.4
2021-03-31,217,10.8,0.2,22.8

