기온분석
[검색조건]
자료구분 : 일
자료형태 : 기본
지역/지점 : 태백
기간 : 20200120~20210331

날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
2020-03-05,216,-1.5,-7,5.2
2020-03-06,216,0.7,-8,9.7
2020-03-07,216,2.5,-4.1,9.4
2020-03-08,216,4,-3.4,13.1
2020-03-09,216,6.1,-2.8,15.6
2020-03-10,216,4.6,2.5,6.1
2020-03-11,216,0.9,-2.7,5.8
2020-03-12,216,5.4,-2.7,10.8
2020-03-13,216,3.6,-2.7,10
2020-03-14,216,0.9,-4.5,6.4
2020-03-15,216,-0.2,-3.6,4.7
2020-03-16,216,0.7,-4.1,5.9
2020-03-17,216,2.7,-0.9,5
2020-03-18,216,6.9,-3,13.7
2020-03-19,216,6.5,1.2,12.7
2020-03-20,216,5.9,0.1,12.1
2020-03-21,216,12.9,5.2,18.5
2020-03-22,216,6.2,-0.1,14.1
2020-03-23,216,3.8,-2.8,13.3
2020-03-24,216,4,-3.4,12.9
2020-03-25,216,8.7,-1.9,19
2020-03-26,216,12.1,2.3,21.5
2020-03-27,216,7.8,2.7,14
2020-03-28,216,2.2,-1.2,5.5
2020-03-29,216,1.7,-3.3,5
2020-03-30,216,5.6,-1.9,14.8
2020-03-31,216,8.1,-1.5,18
2020-04-01,216,5.4,0.4,11.3
2020-04-02,216,6.6,-3.4,14
2020-04-03,216,9.5,3.6,15.2
2020-04-04,216,3.9,-2.3,10.1
2020-04-05,216,2.6,-5.5,12.3
2020-04-06,216,6.9,-4.3,15.4
2020-04-07,216,9.5,3.1,15.1
2020-04-08,216,3.4,-1.5,10.2
2020-04-09,216,3.6,-3.4,11.8
2020-04-10,216,4.7,-1.4,8.9
2020-04-11,216,5,-0.7,10.6
2020-04-12,216,1.6,-1.4,4.9
2020-04-13,216,3,-1,9.1
2020-04-14,216,9.1,-2.3,18.2
2020-04-15,216,9.3,1.8,18.7
2020-04-16,216,7.6,3.6,14.5
2020-04-17,216,7.2,3.5,12.4
2020-04-18,216,6.9,2.4,11.3
2020-04-19,216,5.8,2.3,9.4
2020-04-20,216,7.3,4.3,11.4
2020-04-21,216,3.6,-0.7,9.4
2020-04-22,216,2.1,-0.9,7
2020-04-23,216,3.8,-0.7,10.5
2020-04-24,216,6.6,-0.1,12.5
2020-04-25,216,12.5,6.8,18.8
2020-04-26,216,5.3,1.6,10.7
2020-04-27,216,5.6,-0.9,13.4
2020-04-28,216,10.1,-0.4,17.3
2020-04-29,216,15.4,9.3,22.2
2020-04-30,216,16.8,10.6,23.3
2020-05-01,216,21,13.7,27.5
2020-05-02,216,19.9,16.9,24.9
2020-05-03,216,16.9,12.9,20.8
2020-05-04,216,14.4,9.2,25.6
2020-05-05,216,13.2,8.9,20.8
2020-05-06,216,11.8,5.9,18.8
2020-05-07,216,11.8,2.6,18.8
2020-05-08,216,15.2,3.5,24.4
2020-05-09,216,13.6,11.1,15.9
2020-05-10,216,14.5,11.6,18.8
2020-05-11,216,16.5,11.9,21.1
2020-05-12,216,13.6,9.9,18.6
2020-05-13,216,14.2,5.4,20
2020-05-14,216,18.4,9.2,25.6
2020-05-15,216,13,10.9,17
2020-05-16,216,15.3,12.3,21
2020-05-17,216,18.3,11.4,27.2
2020-05-18,216,14.5,12,20.7
2020-05-19,216,9.9,6.6,14.6
2020-05-20,216,7.2,4.1,10.3
2020-05-21,216,9.9,2.1,16.6
2020-05-22,216,12.9,7.2,21.5
2020-05-23,216,15.6,9.7,24.3
2020-05-24,216,16.8,11.1,22.2
2020-05-25,216,16.2,10.2,21.7
2020-05-26,216,15.9,9.8,24.6
2020-05-27,216,15,9.6,22.4
2020-05-28,216,14.4,9.4,20.9
2020-05-29,216,14.5,7.1,22.5
2020-05-30,216,16.7,7,25.7
2020-05-31,216,18.8,9,26.1
2020-06-01,216,18,14.7,22.7
2020-06-02,216,19,10.7,24.9
2020-06-03,216,21.5,17.4,28.5
2020-06-04,216,22.5,15.2,28.4
2020-06-05,216,19.8,15.2,28.5
2020-06-06,216,17.5,12.5,24.3
2020-06-07,216,19.5,10.2,28.1
2020-06-08,216,23.7,14,32.8
2020-06-09,216,25.1,15.5,34.9
2020-06-10,216,24,16.4,31
2020-06-11,216,22.3,17.9,27.8
2020-06-12,216,21.3,16.7,27
2020-06-13,216,22.8,15.5,30.3
2020-06-14,216,22.1,18.5,27.5
2020-06-15,216,21,15.1,26.4
2020-06-16,216,20.2,14.1,27.1
2020-06-17,216,20.5,12.1,27.6
2020-06-18,216,18.4,15.9,22.8
2020-06-19,216,16.2,14.7,19.5
2020-06-20,216,19.5,14.2,27.2
2020-06-21,216,21,15.7,28.3
2020-06-22,216,22.7,14.6,31.2
2020-06-23,216,23.1,15.1,30.6
2020-06-24,216,18.9,16.1,22.6
2020-06-25,216,20.2,16.8,24.8
2020-06-26,216,19.8,18.1,22.7
2020-06-27,216,20.7,17.5,25.5
2020-06-28,216,19.5,16,25.2
2020-06-29,216,19.3,15.2,23.7
2020-06-30,216,17.6,14.8,21.1
2020-07-01,216,15.9,12.6,21.1
2020-07-02,216,18.2,10.9,25.8
2020-07-03,216,17.2,13.4,21.5
2020-07-04,216,17.9,14.4,24
2020-07-05,216,19.6,14,26.8
2020-07-06,216,20.2,13.7,27.6
2020-07-07,216,21.7,17.1,27.4
2020-07-08,216,20.6,15.4,25.6
2020-07-09,216,20.6,16.6,25.8
2020-07-10,216,18.9,17.6,22.8
2020-07-11,216,18,16.2,20.3
2020-07-12,216,16.8,14.5,20.2
2020-07-13,216,15.1,14.4,15.9
2020-07-14,216,14.7,13.8,16.2
2020-07-15,216,15.1,13.7,19.4
2020-07-16,216,18,11,25.5
2020-07-17,216,18.8,11.5,26.1
2020-07-18,216,18.9,12.9,26.1
2020-07-19,216,19.6,11.8,24.6
2020-07-20,216,23.2,20.7,25.4
2020-07-21,216,21.6,17,27.2
2020-07-22,216,20.2,16.4,24.4
2020-07-23,216,17.8,15.3,19.4
2020-07-24,216,17.4,15.4,19.7
2020-07-25,216,18.5,17.3,19.9
2020-07-26,216,19,17.6,22.2
2020-07-27,216,18.6,17.8,21.7
2020-07-28,216,18.9,17.6,20.8
2020-07-29,216,19.9,17.5,24.7
2020-07-30,216,21.5,19.7,25.5
2020-07-31,216,23.8,18.9,29.1
2020-08-01,216,22.7,19.4,26.6
2020-08-02,216,22.5,19.9,26.2
2020-08-03,216,22.9,21.2,25
2020-08-04,216,23.6,20.7,29.1
2020-08-05,216,22.8,20.7,25.2
2020-08-06,216,22.2,18.9,25.7
2020-08-07,216,20.2,18.8,22.8
2020-08-08,216,19.3,18.5,20.2
2020-08-09,216,23.3,19.8,26.6
2020-08-10,216,22.4,21.4,25.7
2020-08-11,216,23.2,21.2,25.1
2020-08-12,216,25.1,21.9,28.9
2020-08-13,216,26,22.2,29.5
2020-08-14,216,26.6,24.5,28.8
2020-08-15,216,24.7,22.9,28.1
2020-08-16,216,24.9,22.6,28
2020-08-17,216,25.3,20.8,32
2020-08-18,216,24.6,18.5,32.4
2020-08-19,216,25.7,18.7,32.8
2020-08-20,216,23.3,17,31.7
2020-08-21,216,21.3,19,28.4
2020-08-22,216,22.4,19.1,27.7
2020-08-23,216,21.2,17.3,26.9
2020-08-24,216,22,15.3,28.4
2020-08-25,216,25.1,20.1,31.4
2020-08-26,216,23.2,19.5,26.7
2020-08-27,216,24.2,21.9,27.7
2020-08-28,216,25.2,22.4,30.7
2020-08-29,216,24.3,21.7,28.5
2020-08-30,216,21.5,19.7,25.2
2020-08-31,216,19.4,17.7,21.2
2020-09-01,216,21.5,16.9,27.3
2020-09-02,216,21.2,20.4,23.1
2020-09-03,216,20.4,18,23
2020-09-04,216,19,14.1,24.1
2020-09-05,216,16.1,13.5,21.2
2020-09-06,216,14.3,13,15.8
2020-09-07,216,17.3,13.3,21.7
2020-09-08,216,19,15.9,22.1
2020-09-09,216,18.9,15.6,23.1
2020-09-10,216,18,13.8,23
2020-09-11,216,16.1,13.8,19.5
2020-09-12,216,14.6,13.8,15.8
2020-09-13,216,14.4,12.6,18.7
2020-09-14,216,16.8,12.2,22.7
2020-09-15,216,17.2,12.1,23.5
2020-09-16,216,18.2,15.1,23.5
2020-09-17,216,16.8,14.3,19.2
2020-09-18,216,16.1,12.9,19.6
2020-09-19,216,15.3,11.1,20.1
2020-09-20,216,13.9,7.8,20.4
2020-09-21,216,12.4,5.9,18.6
2020-09-22,216,12,8.1,16.7
2020-09-23,216,12.9,11.3,15.4
2020-09-24,216,13.5,12.4,15.4
2020-09-25,216,13.9,12.6,15.5
2020-09-26,216,13.2,12.5,15.7
2020-09-27,216,12.4,8.1,16.6
2020-09-28,216,12.4,5,21.1
2020-09-29,216,13.5,6.9,21.6
2020-09-30,216,13.6,8.6,19.1
2020-10-01,216,13.5,11.3,18.2
2020-10-02,216,16.7,12.6,21.1
2020-10-03,216,14.7,12.3,18.9
2020-10-04,216,15,10.6,19.1
2020-10-05,216,9.6,4.9,15.2
2020-10-06,216,8.7,2.2,17.3
2020-10-07,216,9.4,4.1,11.7
2020-10-08,216,11.5,9.3,14.9
2020-10-09,216,11.7,10.5,14.5
2020-10-10,216,10.9,10.1,14.8
2020-10-11,216,11.3,5.7,18.1
2020-10-12,216,12.6,8.7,19.2
2020-10-13,216,9.6,5,16.1
2020-10-14,216,9.4,4,14.6
2020-10-15,216,7.7,2.2,14.6
2020-10-16,216,8.3,1.6,15
2020-10-17,216,8.9,3.4,16.5
2020-10-18,216,8.2,0.4,18.2
2020-10-19,216,8.6,2,18.2
2020-10-20,216,9,1.8,18.2
2020-10-21,216,8.7,2.2,14.8
2020-10-22,216,10.3,5.3,16.7
2020-10-23,216,6.3,2.4,11.9
2020-10-24,216,5.8,-0.3,11.2
2020-10-25,216,9.7,4.6,16
2020-10-26,216,7.9,-0.3,18.3
2020-10-27,216,9.4,1.1,19.6
2020-10-28,216,10.6,3.2,16.9
2020-10-29,216,5.7,-0.9,15
2020-10-30,216,6.3,0.6,12
2020-10-31,216,7.8,0.8,14.4
2020-11-01,216,9.8,8.9,11.6
2020-11-02,216,7.8,1.3,13
2020-11-03,216,2.7,-0.6,5.9
2020-11-04,216,2.7,-2.8,8.1
2020-11-05,216,7.9,-1.4,15.7
2020-11-06,216,12,8.7,16.5
2020-11-07,216,12.1,8.8,16.1
2020-11-08,216,7.3,1.2,12.4
2020-11-09,216,3,-1.7,7.2
2020-11-10,216,3.3,-2,9.5
2020-11-11,216,4.2,-2.7,13.7
2020-11-12,216,6.1,-2,16.5
2020-11-13,216,8.7,4,15.4
2020-11-14,216,6.3,0.3,14.4
2020-11-15,216,7.3,0,15
2020-11-16,216,8.8,2.5,15
2020-11-17,216,12.6,8.7,17.4
2020-11-18,216,15.4,12,17.5
2020-11-19,216,14.3,7.4,18.7
2020-11-20,216,3.5,-1.3,7.3
2020-11-21,216,3.4,-2.6,7.9
2020-11-22,216,5,2,6.8
2020-11-23,216,1.1,-2.8,7.3
2020-11-24,216,2,-3.8,7.6
2020-11-25,216,2,-2.3,8.9
2020-11-26,216,2.7,-2.4,8.9
2020-11-27,216,2.8,-1,7.3
2020-11-28,216,-1.6,-4.1,2
2020-11-29,216,-2.4,-5.6,2.2
2020-11-30,216,-1.8,-4.9,2.7
2020-12-01,216,-1.9,-8,6.4
2020-12-02,216,0.6,-3.8,6.2
2020-12-03,216,-0.4,-5.2,3.4
2020-12-04,216,-2.9,-9.3,3.9
2020-12-05,216,-0.6,-3.4,3.1
2020-12-06,216,1,-2.3,6.2
2020-12-07,216,1.2,-3.3,5.1
2020-12-08,216,-2.4,-7.3,3.3
2020-12-09,216,-2.2,-9.6,6.5
2020-12-10,216,2.9,-0.2,7
2020-12-11,216,2.7,0.9,5.9
2020-12-12,216,0.6,-2,3.5
2020-12-13,216,-2.8,-7.1,0.5
2020-12-14,216,-9.5,-12.7,-6.7
2020-12-15,216,-10.7,-13.9,-6.6
2020-12-16,216,-9.8,-12.3,-6.5
2020-12-17,216,-6,-12.5,-1.2
2020-12-18,216,-3.4,-7.3,-0.1
2020-12-19,216,-7,-11.9,-2.7
2020-12-20,216,-5.5,-11.1,-0.2
2020-12-21,216,-2.6,-6.2,1.6
2020-12-22,216,-1.2,-3.8,1.6
2020-12-23,216,1.7,-1.7,3.9
2020-12-24,216,0.8,-4.4,4.3
2020-12-25,216,-4.5,-7.8,-0.6
2020-12-26,216,-0.9,-7.7,3.2
2020-12-27,216,1.1,-3.4,7.8
2020-12-28,216,1.4,-3.2,8.7
2020-12-29,216,0.2,-4.7,7.4
2020-12-30,216,-10.6,-14.1,-1.9
2020-12-31,216,-10.1,-14.9,-5
2021-01-01,216,-6.2,-10.8,-2.4
2021-01-02,216,-6.6,-10.2,-2.9
2021-01-03,216,-6.9,-10.1,-3.8
2021-01-04,216,-3.6,-9,1
2021-01-05,216,-5.3,-12.5,-1.1
2021-01-06,216,-9.8,-15.3,-5.6
2021-01-07,216,-15.1,-17.9,-8.2
2021-01-08,216,-15.2,-18.6,-11
2021-01-09,216,-13.2,-16.1,-9.6
2021-01-10,216,-8.8,-14,-4.9
2021-01-11,216,-8.4,-14.3,-3.1
2021-01-12,216,-5.3,-11.1,-1.6
2021-01-13,216,1.1,-3.5,4.5
2021-01-14,216,0,-5.5,7.6
2021-01-15,216,4.1,-5.7,7.9
2021-01-16,216,-3.6,-8.3,2
2021-01-17,216,-8,-11.8,-4.4
2021-01-18,216,-6.6,-10.7,-3.2
2021-01-19,216,-9.2,-16.7,-0.1
2021-01-20,216,-2.8,-12.8,6.5
2021-01-21,216,4.1,-0.2,8.8
2021-01-22,216,3.9,2.2,6.9
2021-01-23,216,1.1,-0.1,3
2021-01-24,216,0.6,-1.7,3.5
2021-01-25,216,0.8,-4.5,8.8
2021-01-26,216,1.5,-2,4.6
2021-01-27,216,0.1,-3.7,4.5
2021-01-28,216,-4.7,-11.8,3.7
2021-01-29,216,-10.5,-14.7,-6.4
2021-01-30,216,-2.9,-12.1,1.2
2021-01-31,216,-0.5,-9.4,6.3
2021-02-01,216,4.4,0.8,7.2
2021-02-02,216,-6.1,-8.8,0.9
2021-02-03,216,-6,-10.6,-1.7
2021-02-04,216,-3,-5.5,0.1
2021-02-05,216,0,-5.8,4.4
2021-02-06,216,3.2,-1.1,6.9
2021-02-07,216,3.2,-1.9,7.5
2021-02-08,216,-4.4,-7.3,-0.6
2021-02-09,216,-2.8,-8.9,2.4
2021-02-10,216,0.6,-3.1,4.6
2021-02-11,216,2.9,-5.3,12.2
2021-02-12,216,4.2,-2.8,16.4
2021-02-13,216,3.8,-4.4,15.2
2021-02-14,216,5.7,-1.5,12.9
2021-02-15,216,0.3,-7.2,6
2021-02-16,216,-7.4,-10,-4.3
2021-02-17,216,-11.2,-13.8,-7.8
2021-02-18,216,-9,-14.8,-3.4
2021-02-19,216,1,-9.1,6
2021-02-20,216,7.7,2.6,12
2021-02-21,216,12.2,6.1,16.8
2021-02-22,216,10,2,15.2
2021-02-23,216,-0.2,-4.7,5.9
2021-02-24,216,-1.1,-5.3,5.2
2021-02-25,216,2.9,-4.1,7.5
2021-02-26,216,2.2,-1,6.2
2021-02-27,216,0.2,-3.5,2.8
2021-02-28,216,4.5,-6.7,13.6
2021-03-01,216,1.9,-2.8,8.6
2021-03-02,216,-3.7,-4.7,-2.6
2021-03-03,216,-1.4,-10.3,6
2021-03-04,216,3.1,-2.7,7.9
2021-03-05,216,5.8,-2.4,15.4
2021-03-06,216,-1,-3,4.6
2021-03-07,216,1.4,-2.7,7
2021-03-08,216,2,-3.4,7.7
2021-03-09,216,4.9,-2.3,12.1
2021-03-10,216,4.3,-1.4,11
2021-03-11,216,6.4,-2.5,16.5
2021-03-12,216,3.9,2.7,7.6
2021-03-13,216,4.7,0.6,10.2
2021-03-14,216,5.1,-0.4,11.9
2021-03-15,216,7.3,-1.3,14.1
2021-03-16,216,9.5,2.2,15.5
2021-03-17,216,5.1,-1.7,13
2021-03-18,216,5.4,0.9,12.1
2021-03-19,216,4.7,2.5,7.7
2021-03-20,216,5.4,3,7.3
2021-03-21,216,3.5,-0.2,6.3
2021-03-22,216,2.4,-1.9,7.3
2021-03-23,216,7.6,1.3,13.5
2021-03-24,216,9,3.1,14.8
2021-03-25,216,10.6,2.4,17.1
2021-03-26,216,10.7,1.5,18.8
2021-03-27,216,10.6,6.3,14.1
2021-03-28,216,10.1,7.6,13.4
2021-03-29,216,9,5.5,13.1
2021-03-30,216,8.6,1.8,16.3
2021-03-31,216,8.5,-0.2,18.5

