기온분석
[검색조건]
자료구분 : 일
자료형태 : 기본
지역/지점 : 대관령
기간 : 20200120~20210331

날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
2020-03-30,100,3.5,-4.1,13.5
2020-03-31,100,5.7,-3.6,15.3
2020-04-01,100,3,-2,8.8
2020-04-02,100,3.9,-4.6,12.4
2020-04-03,100,7,-2.1,13.9
2020-04-04,100,0.6,-5.6,6.2
2020-04-05,100,0.2,-9.2,9.4
2020-04-06,100,4.9,-6.9,13.8
2020-04-07,100,6.7,-1.5,13.6
2020-04-08,100,1.7,-3.5,7.7
2020-04-09,100,1.1,-5.6,8.5
2020-04-10,100,2.7,-3,8.5
2020-04-11,100,3.5,-3.8,11.2
2020-04-12,100,0.9,-3.5,3.4
2020-04-13,100,2.7,-2.5,8.8
2020-04-14,100,8.2,-3.9,17.1
2020-04-15,100,6.8,-0.2,16.2
2020-04-16,100,5.4,1,10.5
2020-04-17,100,5.9,1.7,12.2
2020-04-18,100,5.7,0.8,11.7
2020-04-19,100,4.3,-0.3,8.1
2020-04-20,100,5.5,2.6,9.8
2020-04-21,100,2.3,-1.7,6.9
2020-04-22,100,0.5,-2.1,4.5
2020-04-23,100,2.8,-1.7,9
2020-04-24,100,5.1,-1.9,10.8
2020-04-25,100,9.9,3.8,15.7
2020-04-26,100,3.8,-1.2,9.1
2020-04-27,100,3.6,-2.6,9.9
2020-04-28,100,8.3,-3.1,15.6
2020-04-29,100,12.9,6.1,19.3
2020-04-30,100,14.4,8,20.1
2020-05-01,100,18.6,11.8,25.2
2020-05-02,100,17.3,15.3,20.3
2020-05-03,100,17,11.6,21.7
2020-05-04,100,13.1,7.6,23.2
2020-05-05,100,11.9,5.9,19.3
2020-05-06,100,10.3,3.7,16.9
2020-05-07,100,9.9,0.6,16.3
2020-05-08,100,13.1,3,20.5
2020-05-09,100,11.5,8.8,13.8
2020-05-10,100,11.4,9.3,14.5
2020-05-11,100,13.1,9.5,17.7
2020-05-12,100,10.7,7,15.2
2020-05-13,100,12,4,18
2020-05-14,100,15.4,7,22.7
2020-05-15,100,12.2,10.1,16.8
2020-05-16,100,13.1,10.6,17.6
2020-05-17,100,16.5,11.1,25.2
2020-05-18,100,12,10.8,14.6
2020-05-19,100,7.6,4.5,11.1
2020-05-20,100,5.6,1.9,9
2020-05-21,100,7.8,1.3,13.6
2020-05-22,100,9.7,4.6,15.9
2020-05-23,100,14.2,8.9,21.7
2020-05-24,100,15.5,11.3,19.3
2020-05-25,100,14.7,9.1,20.6
2020-05-26,100,13.1,8.6,22.1
2020-05-27,100,13.4,8,19.2
2020-05-28,100,12.3,7,19.4
2020-05-29,100,12.6,4.4,19.9
2020-05-30,100,14.1,4,22.8
2020-05-31,100,16.5,5.6,22.3
2020-06-01,100,16.2,11.3,21.1
2020-06-02,100,15.4,9.1,20.6
2020-06-03,100,19.2,13.6,26.2
2020-06-04,100,20.4,15.3,25.5
2020-06-05,100,15.5,10.3,23.3
2020-06-06,100,15.3,8.1,20.5
2020-06-07,100,18.5,9.8,26.3
2020-06-08,100,22,13,29.5
2020-06-09,100,22.8,14.6,31.6
2020-06-10,100,21.7,15.5,28.1
2020-06-11,100,20.7,15.5,26.2
2020-06-12,100,20,14,24.8
2020-06-13,100,21.5,15.8,27.3
2020-06-14,100,20.8,18.2,25.1
2020-06-15,100,19.3,13.3,24.7
2020-06-16,100,17,9.8,24.4
2020-06-17,100,19.7,10.5,27.1
2020-06-18,100,17.2,14.3,22.2
2020-06-19,100,15.2,14,17.1
2020-06-20,100,18.6,12.6,25.5
2020-06-21,100,20.3,15.8,26.1
2020-06-22,100,21.4,13.1,28.6
2020-06-23,100,20,14.3,27.1
2020-06-24,100,16.6,15.8,18.1
2020-06-25,100,18.6,16,23.5
2020-06-26,100,18.1,16.5,21.2
2020-06-27,100,19.2,14.8,24.6
2020-06-28,100,17.8,12.7,22.9
2020-06-29,100,17.7,10.8,23.2
2020-06-30,100,15.1,13,17.4
2020-07-01,100,14.7,10.9,19.7
2020-07-02,100,17.8,9.6,25.4
2020-07-03,100,16.7,12.6,22.2
2020-07-04,100,17,13.3,22.1
2020-07-05,100,19.3,13.6,25.6
2020-07-06,100,19,13.6,24.6
2020-07-07,100,19.7,15,24.3
2020-07-08,100,18.8,12.8,23.3
2020-07-09,100,18.4,16.3,22.6
2020-07-10,100,18.6,15.3,22.7
2020-07-11,100,16.1,11.8,18.6
2020-07-12,100,15,10.7,19.6
2020-07-13,100,14,13.3,15
2020-07-14,100,14,13,15.5
2020-07-15,100,14.7,9.6,19.4
2020-07-16,100,16.4,7.8,24
2020-07-17,100,17.6,10.2,24.4
2020-07-18,100,16.7,10.8,24.4
2020-07-19,100,19.3,11,24.8
2020-07-20,100,21.8,18.8,25.1
2020-07-21,100,20.5,15.8,25.9
2020-07-22,100,19.3,14.8,24
2020-07-23,100,16.7,14.5,19.1
2020-07-24,100,16.7,14.1,18.1
2020-07-25,100,17.7,17.2,19.2
2020-07-26,100,18.5,16.2,23.5
2020-07-27,100,17.9,17,19.2
2020-07-28,100,17.9,16.8,20.2
2020-07-29,100,19,17.2,24
2020-07-30,100,21.2,19.2,25.2
2020-07-31,100,22.7,18.4,28.7
2020-08-01,100,21.9,19.7,25.6
2020-08-02,100,22.5,19.8,26.2
2020-08-03,100,21,18.7,23.2
2020-08-04,100,22.9,20.7,26.3
2020-08-05,100,21.6,20,23.7
2020-08-06,100,21.9,20,24.1
2020-08-07,100,20.2,18.2,23.4
2020-08-08,100,18.5,17.1,19.9
2020-08-09,100,21.9,18.1,24.2
2020-08-10,100,23,21.5,25.3
2020-08-11,100,21.3,19.8,23.9
2020-08-12,100,23.8,19.7,27.6
2020-08-13,100,24.3,22,28.2
2020-08-14,100,24.3,23.3,25.7
2020-08-15,100,22.4,21.5,24.1
2020-08-16,100,23.3,21.7,25.5
2020-08-17,100,23.9,20.2,29.6
2020-08-18,100,23.9,18.2,29.7
2020-08-19,100,23.9,19,29.5
2020-08-20,100,21.5,18.3,29.1
2020-08-21,100,19.2,17.5,23.1
2020-08-22,100,19.8,17.6,25
2020-08-23,100,19.9,16.2,25.5
2020-08-24,100,21.9,15.8,27.5
2020-08-25,100,24.7,19.6,30.8
2020-08-26,100,21.7,18.2,25
2020-08-27,100,24.3,21.8,28.2
2020-08-28,100,24.7,22.1,29.3
2020-08-29,100,23.6,21.2,27.7
2020-08-30,100,20.7,19.2,22.5
2020-08-31,100,18.2,17.3,19.5
2020-09-01,100,20.5,15.3,26.3
2020-09-02,100,20.5,19.8,22.1
2020-09-03,100,19.2,16.8,22.2
2020-09-04,100,17.4,11.6,22.3
2020-09-05,100,15.1,10.6,19.7
2020-09-06,100,14.2,12.4,16.8
2020-09-07,100,17.1,12.1,21.1
2020-09-08,100,18.4,16.4,21
2020-09-09,100,16.5,13.5,21
2020-09-10,100,16.5,12.8,21.3
2020-09-11,100,14.9,12.1,18
2020-09-12,100,14,12.1,15.8
2020-09-13,100,13.6,11.7,19
2020-09-14,100,16.1,11.8,21.3
2020-09-15,100,15.5,11.1,20.7
2020-09-16,100,17.5,14,23.4
2020-09-17,100,15.8,13.3,18.5
2020-09-18,100,15.4,13.3,19.4
2020-09-19,100,15.2,11.2,20.2
2020-09-20,100,12.2,5.5,19.1
2020-09-21,100,10.2,3,17.4
2020-09-22,100,10,3.7,15.6
2020-09-23,100,11.2,5.5,13.4
2020-09-24,100,12.5,11.1,13.6
2020-09-25,100,13,12,14.6
2020-09-26,100,12.3,11.6,14.8
2020-09-27,100,11.5,5.6,16.1
2020-09-28,100,11,3.1,20.2
2020-09-29,100,11.4,4,20
2020-09-30,100,12,7.5,16.7
2020-10-01,100,12.1,10.3,15.4
2020-10-02,100,15,12,19.7
2020-10-03,100,14.7,13.1,18.7
2020-10-04,100,12.9,5.8,17
2020-10-05,100,7.6,2,13.3
2020-10-06,100,6.3,-0.9,15.3
2020-10-07,100,7.2,1.7,13
2020-10-08,100,9.9,5.5,13.4
2020-10-09,100,10.5,9.5,12.9
2020-10-10,100,10,8.3,12.9
2020-10-11,100,9.7,3.9,16.3
2020-10-12,100,11.5,5.8,19
2020-10-13,100,8.1,4.4,14
2020-10-14,100,7.1,1.8,14.1
2020-10-15,100,4.9,-0.5,13
2020-10-16,100,6.2,-1.5,13.7
2020-10-17,100,6.7,0.4,15.5
2020-10-18,100,6.3,-2.7,16.6
2020-10-19,100,6.3,-1,15.9
2020-10-20,100,6.7,-1.6,16.7
2020-10-21,100,6.9,0.2,12.9
2020-10-22,100,9.5,4.4,14.6
2020-10-23,100,3.9,-0.9,10.1
2020-10-24,100,3.5,-2.8,9.1
2020-10-25,100,6.9,1.2,14.1
2020-10-26,100,4.9,-3.5,16.1
2020-10-27,100,7.2,-2.1,18.3
2020-10-28,100,9.1,0.3,16.3
2020-10-29,100,2.5,-4.6,11.6
2020-10-30,100,3.6,-4,10.5
2020-10-31,100,6.1,-1,12.8
2020-11-01,100,8.4,7.3,9.8
2020-11-02,100,6.3,-0.2,11.1
2020-11-03,100,0.2,-3.5,4.5
2020-11-04,100,-0.3,-5.8,6.5
2020-11-05,100,6,-3.9,14.1
2020-11-06,100,9.7,5,14.5
2020-11-07,100,10.3,6.8,13.8
2020-11-08,100,5.3,-1.4,10.6
2020-11-09,100,0.4,-6,5.7
2020-11-10,100,0.8,-6.6,8.5
2020-11-11,100,1.6,-6.3,12.3
2020-11-12,100,5.2,-5.6,14.8
2020-11-13,100,6,-1.3,13.9
2020-11-14,100,2.8,-4.5,13.6
2020-11-15,100,6.7,-1,12.6
2020-11-16,100,7.3,-0.3,13
2020-11-17,100,10.7,3.2,16.1
2020-11-18,100,14.8,10.3,16.6
2020-11-19,100,12.8,4.5,18.3
2020-11-20,100,0,-3.3,4.5
2020-11-21,100,1.2,-5,6
2020-11-22,100,2.5,-0.3,4.8
2020-11-23,100,-1.5,-5,4.3
2020-11-24,100,-0.6,-6.4,4.7
2020-11-25,100,-0.4,-3.7,4.2
2020-11-26,100,-0.7,-5.4,6.1
2020-11-27,100,-0.1,-3.6,3.2
2020-11-28,100,-4.2,-7,-0.4
2020-11-29,100,-4.9,-7.5,-0.8
2020-11-30,100,-5,-8.9,0.8
2020-12-01,100,-4.7,-12.7,3.8
2020-12-02,100,-2.7,-5.2,1.2
2020-12-03,100,-3.6,-10.2,1.3
2020-12-04,100,-6.2,-13.9,1.4
2020-12-05,100,-2.7,-6,1.4
2020-12-06,100,-0.8,-3.9,3
2020-12-07,100,-0.9,-6,3.2
2020-12-08,100,-5.9,-11.2,1.2
2020-12-09,100,-4.8,-13.9,3
2020-12-10,100,0.3,-2.6,3.6
2020-12-11,100,0.5,-1.8,4.1
2020-12-12,100,-1.4,-4,2.5
2020-12-13,100,-6,-11.6,-2.3
2020-12-14,100,-13.1,-15.9,-9.7
2020-12-15,100,-14.2,-17.7,-10.5
2020-12-16,100,-13.5,-17.9,-9.3
2020-12-17,100,-11.4,-18.2,-4.5
2020-12-18,100,-5.8,-10.5,-2.3
2020-12-19,100,-10.2,-15.3,-5
2020-12-20,100,-9,-14.2,-3
2020-12-21,100,-5.8,-10.5,-1.5
2020-12-22,100,-3.4,-9,-0.4
2020-12-23,100,0,-3.1,2.2
2020-12-24,100,-1.5,-6.5,1.6
2020-12-25,100,-6.5,-9.5,-3.3
2020-12-26,100,-2.3,-6.5,1.5
2020-12-27,100,-1.1,-4.2,5.3
2020-12-28,100,1,-4.9,8
2020-12-29,100,-3,-8,4.5
2020-12-30,100,-14.2,-18.3,-5.4
2020-12-31,100,-14.5,-20.2,-8.5
2021-01-01,100,-9.5,-14.4,-4.5
2021-01-02,100,-9.1,-11.7,-5.2
2021-01-03,100,-9.7,-13.4,-5.8
2021-01-04,100,-7.1,-14.4,-1.1
2021-01-05,100,-9.3,-18.3,-4.4
2021-01-06,100,-13,-20.4,-8
2021-01-07,100,-18.8,-21.7,-11.5
2021-01-08,100,-19.7,-24.3,-15
2021-01-09,100,-17.1,-22,-12.2
2021-01-10,100,-13.5,-19.4,-6.7
2021-01-11,100,-13,-19.8,-7.7
2021-01-12,100,-8.2,-13.5,-4
2021-01-13,100,-1,-5.9,2
2021-01-14,100,-3.1,-9.1,4.5
2021-01-15,100,0.3,-11.4,6.5
2021-01-16,100,-6.7,-12,-0.7
2021-01-17,100,-10.7,-15.4,-6.7
2021-01-18,100,-8.9,-13.7,-5.2
2021-01-19,100,-12.3,-22.1,-3.6
2021-01-20,100,-5,-14.7,3.7
2021-01-21,100,2.3,-4.2,7
2021-01-22,100,2,0.6,6.6
2021-01-23,100,-0.9,-1.8,1.1
2021-01-24,100,-0.7,-4.5,4.6
2021-01-25,100,-0.5,-6.9,7.6
2021-01-26,100,-0.1,-2.3,2.6
2021-01-27,100,-1.6,-5,3.5
2021-01-28,100,-7.6,-14.7,1
2021-01-29,100,-13.9,-18.3,-9
2021-01-30,100,-7.2,-14.9,-1.5
2021-01-31,100,-3.7,-15.2,5
2021-02-01,100,2.4,-1.8,5
2021-02-02,100,-9.1,-11.5,-1.8
2021-02-03,100,-8.7,-14.2,-3.8
2021-02-04,100,-6.5,-9.7,-3.5
2021-02-05,100,-2.7,-8.2,0.6
2021-02-06,100,1.5,-2.5,4.1
2021-02-07,100,0.8,-4.4,5.5
2021-02-08,100,-6.9,-10,-3
2021-02-09,100,-5.6,-11.9,0.5
2021-02-10,100,-2.1,-8.4,1.9
2021-02-11,100,1,-9,11.9
2021-02-12,100,3.1,-4,13.1
2021-02-13,100,1.2,-8.6,14.2
2021-02-14,100,3.8,-3.5,11.6
2021-02-15,100,-2.4,-9.9,3.3
2021-02-16,100,-10.4,-12.9,-6.8
2021-02-17,100,-14.2,-16.8,-10.5
2021-02-18,100,-11.8,-17.4,-6
2021-02-19,100,-2.7,-11.5,2.7
2021-02-20,100,5.6,1.3,10.3
2021-02-21,100,9.3,3.4,15.6
2021-02-22,100,7.1,-2.5,14.2
2021-02-23,100,-2.8,-8.4,3.9
2021-02-24,100,-5.2,-11.2,1.7
2021-02-25,100,-0.7,-8.3,5.5
2021-02-26,100,-1.1,-7.3,3.8
2021-02-27,100,-1.4,-6.5,1.3
2021-02-28,100,1.4,-10.7,12.1
2021-03-01,100,-1.2,-4.6,4.5
2021-03-02,100,-6.6,-12.5,-3.5
2021-03-03,100,-4.6,-16.9,3.2
2021-03-04,100,1.4,-3,5.8
2021-03-05,100,3.6,-8.4,14.1
2021-03-06,100,-3.6,-5.5,4
2021-03-07,100,-0.8,-4.5,6.5
2021-03-08,100,-1.5,-8.9,5.1
2021-03-09,100,3,-2.8,10
2021-03-10,100,1.8,-4.1,7.6
2021-03-11,100,4.9,-4.2,13.8
2021-03-12,100,2.2,0.3,4.8
2021-03-13,100,2.1,-1.8,7.8
2021-03-14,100,3.4,-3.3,11.1
2021-03-15,100,5.2,-3.2,11.1
2021-03-16,100,7,-0.9,13.3
2021-03-17,100,2,-4.2,9.2
2021-03-18,100,2.3,-2.9,8
2021-03-19,100,4.2,2.1,7.5
2021-03-20,100,3.8,2.2,5.6
2021-03-21,100,1.9,-1.8,5
2021-03-22,100,0.7,-4,5.9
2021-03-23,100,5,-2.8,10.8
2021-03-24,100,7.2,2.9,13.1
2021-03-25,100,9,0.2,16.1
2021-03-26,100,7.4,-1.3,15.7
2021-03-27,100,7.8,0.4,14.8
2021-03-28,100,7.6,5.8,11.6
2021-03-29,100,6.8,3.5,10.7
2021-03-30,100,6.1,-2.5,15.6
2021-03-31,100,5.2,-3.8,15

