기온분석
[검색조건]
자료구분 : 일
자료형태 : 기본
지역/지점 : 북춘천
기간 : 20200120~20210331

날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
2020-03-03,93,3.8,-4.4,10.6
2020-03-04,93,2.4,-1.1,6.1
2020-03-05,93,0.3,-5.5,8
2020-03-06,93,1.3,-6.6,9.7
2020-03-07,93,3.5,-3.3,12.2
2020-03-08,93,5.8,-3.9,17.4
2020-03-09,93,8.5,-1.7,16.8
2020-03-10,93,7.4,2.2,12.3
2020-03-11,93,2.6,-3,8.6
2020-03-12,93,5.3,-4.4,12.6
2020-03-13,93,6.1,-2.5,11.7
2020-03-14,93,2.5,-6.1,10
2020-03-15,93,2.5,-2.3,8.9
2020-03-16,93,2.7,-5.4,9.8
2020-03-17,93,2.3,-1.1,5.8
2020-03-18,93,6.3,1.1,16.7
2020-03-19,93,5.9,-0.4,12.1
2020-03-20,93,7.4,-0.7,14.9
2020-03-21,93,11.2,2.3,18.9
2020-03-22,93,10.5,3.4,17.8
2020-03-23,93,8.2,-1.3,17.6
2020-03-24,93,8.4,-1.3,18.1
2020-03-25,93,10.3,-0.4,20.2
2020-03-26,93,13.3,1.7,21
2020-03-27,93,12.2,7.7,16.3
2020-03-28,93,6.6,-0.2,13.7
2020-03-29,93,6.6,-3.4,15.7
2020-03-30,93,8.4,-1,18
2020-03-31,93,10.7,-0.6,19.9
2020-04-01,93,8.7,2,17.2
2020-04-02,93,7,-0.5,17.6
2020-04-03,93,9.1,-2.3,19.2
2020-04-04,93,8.3,2.5,14.9
2020-04-05,93,5.9,-4.5,15.1
2020-04-06,93,8.4,-2.3,18.7
2020-04-07,93,9.8,0.6,19.4
2020-04-08,93,7.4,-0.3,14.7
2020-04-09,93,7.8,-2,15.6
2020-04-10,93,9.4,2.2,16.2
2020-04-11,93,9.1,1.1,16.7
2020-04-12,93,6.6,0.6,11.3
2020-04-13,93,9.4,0.1,18.3
2020-04-14,93,10.9,-0.9,23.1
2020-04-15,93,12.9,1.6,23
2020-04-16,93,14.2,4.3,23
2020-04-17,93,9.8,6.3,12
2020-04-18,93,12.7,6.6,19.8
2020-04-19,93,11,7.3,15.5
2020-04-20,93,9.3,4.6,12.9
2020-04-21,93,6.9,3.5,11.5
2020-04-22,93,6.3,3.5,9.4
2020-04-23,93,7,-0.5,14.4
2020-04-24,93,8.6,-1,15.9
2020-04-25,93,11.6,4,19.7
2020-04-26,93,10.6,2.6,18.8
2020-04-27,93,10.1,2.1,18.3
2020-04-28,93,12.4,1.2,21.9
2020-04-29,93,13.7,5.4,22.8
2020-04-30,93,15.3,3.3,24.6
2020-05-01,93,20.4,12.6,28
2020-05-02,93,19.5,14.8,23.6
2020-05-03,93,20.8,15.2,27.4
2020-05-04,93,21.1,14.8,28.9
2020-05-05,93,16.1,10.8,21.7
2020-05-06,93,18.4,7.8,27.7
2020-05-07,93,18.6,9,25.8
2020-05-08,93,18.3,10.8,27.6
2020-05-09,93,14.2,11.7,16
2020-05-10,93,15.7,13.2,19
2020-05-11,93,17,12.3,23.3
2020-05-12,93,12.8,8.6,19.1
2020-05-13,93,15,5.6,24
2020-05-14,93,16.6,7.9,24.7
2020-05-15,93,14.7,13.1,17.8
2020-05-16,93,17.6,14,23.2
2020-05-17,93,20.6,16.3,26.2
2020-05-18,93,19.3,15.3,26.4
2020-05-19,93,11.7,6.9,15.8
2020-05-20,93,11.5,5.4,16.1
2020-05-21,93,15,6.8,21.8
2020-05-22,93,16.9,12.1,22.2
2020-05-23,93,19.3,14.3,25.2
2020-05-24,93,18.6,15.1,22.6
2020-05-25,93,17.5,13.2,22.5
2020-05-26,93,16.9,12.8,23.7
2020-05-27,93,17,10.2,24.8
2020-05-28,93,17.4,11.8,23.5
2020-05-29,93,19.3,10.6,28.4
2020-05-30,93,20.7,11.4,29.8
2020-05-31,93,21.3,13.3,28.7
2020-06-01,93,21,15.8,26.6
2020-06-02,93,17,13.7,21.3
2020-06-03,93,22,13.6,28.8
2020-06-04,93,23.2,16.9,29.2
2020-06-05,93,22.9,17.2,29.2
2020-06-06,93,23.7,15.7,31.2
2020-06-07,93,23.8,19.2,29.7
2020-06-08,93,24.8,17.8,32.4
2020-06-09,93,26,18.6,33.9
2020-06-10,93,25.6,19.8,32.4
2020-06-11,93,26.4,21.6,32.9
2020-06-12,93,23.9,18.7,28.9
2020-06-13,93,26.1,17.9,33.9
2020-06-14,93,24.7,20.2,30.7
2020-06-15,93,23.3,17.2,31.3
2020-06-16,93,22.4,14.8,29.7
2020-06-17,93,24.3,17,30.9
2020-06-18,93,22.7,18.6,27
2020-06-19,93,22.7,18.7,28.4
2020-06-20,93,23.9,16.7,31.6
2020-06-21,93,25.6,18.2,33.5
2020-06-22,93,26.7,18,35.8
2020-06-23,93,26.5,19.8,33
2020-06-24,93,21.2,18.8,24.7
2020-06-25,93,21.1,19,23.6
2020-06-26,93,22,19.7,25.6
2020-06-27,93,23.2,18.9,29
2020-06-28,93,22.8,17.6,30.5
2020-06-29,93,23,18.6,26.8
2020-06-30,93,21.1,17.3,23.9
2020-07-01,93,19.8,16.4,25
2020-07-02,93,23.4,16.5,30.2
2020-07-03,93,25.6,19.5,31.2
2020-07-04,93,23.6,18.7,30.2
2020-07-05,93,23.1,17.2,29.3
2020-07-06,93,25,18.7,31.1
2020-07-07,93,24.1,20,28.1
2020-07-08,93,24.9,17.8,31.2
2020-07-09,93,26.1,19.8,32.4
2020-07-10,93,23,20.7,24.7
2020-07-11,93,23.4,18.7,27.2
2020-07-12,93,21.8,16.1,25
2020-07-13,93,20,17.9,22.1
2020-07-14,93,19.9,16.3,23.8
2020-07-15,93,21.2,16.6,27.9
2020-07-16,93,22.7,16.7,30.3
2020-07-17,93,24.8,20,32.7
2020-07-18,93,25,20.6,31.2
2020-07-19,93,21.5,19.7,22.9
2020-07-20,93,23.6,21.4,26.9
2020-07-21,93,25.1,19.9,31.1
2020-07-22,93,23.3,20.4,27.7
2020-07-23,93,21.6,19.3,24.7
2020-07-24,93,22.8,18.4,25.8
2020-07-25,93,24,20.3,27.4
2020-07-26,93,24,19.5,29.6
2020-07-27,93,22.3,21.2,23.8
2020-07-28,93,23.3,20,27.1
2020-07-29,93,22.6,21.3,23.7
2020-07-30,93,25.2,22.1,30.2
2020-07-31,93,25.4,20.5,30.7
2020-08-01,93,24.2,22.9,25.9
2020-08-02,93,24.2,23.1,26.8
2020-08-03,93,23.4,22.3,24.5
2020-08-04,93,24.5,22.7,29.1
2020-08-05,93,24.4,23.1,26.3
2020-08-06,93,24.3,21.6,27.8
2020-08-07,93,23.2,20.9,27.1
2020-08-08,93,24.3,20.7,28.9
2020-08-09,93,23.2,21.6,24.7
2020-08-10,93,25.5,23.1,29.8
2020-08-11,93,24.4,22.5,27.5
2020-08-12,93,26.5,21.9,31
2020-08-13,93,26.6,23.5,30.8
2020-08-14,93,27.3,25.5,30.3
2020-08-15,93,26.1,24.5,28
2020-08-16,93,26.9,24.2,31.1
2020-08-17,93,26.7,23.8,30.6
2020-08-18,93,27.1,23.2,32.2
2020-08-19,93,26.4,22.2,32.6
2020-08-20,93,26.9,21.7,32.8
2020-08-21,93,24.1,21.8,26.4
2020-08-22,93,23,20.8,27.1
2020-08-23,93,24.1,20.3,30.1
2020-08-24,93,25.7,20.5,31.7
2020-08-25,93,28.2,23.1,34.1
2020-08-26,93,29.1,23.5,35.4
2020-08-27,93,28.1,24.6,31.7
2020-08-28,93,27.1,24.3,32.6
2020-08-29,93,26.6,24.4,29.9
2020-08-30,93,26.5,23.9,31.1
2020-08-31,93,25.6,23.3,28.8
2020-09-01,93,25.2,20.6,30
2020-09-02,93,23.8,22.9,25.1
2020-09-03,93,22.6,20.5,26.4
2020-09-04,93,21.8,16.2,27.4
2020-09-05,93,20,14.8,25.8
2020-09-06,93,19.9,17,24.8
2020-09-07,93,19.6,16.3,23.3
2020-09-08,93,22.2,17.4,27.4
2020-09-09,93,19,17.2,25.9
2020-09-10,93,20.6,17,26.7
2020-09-11,93,20.8,15.8,27
2020-09-12,93,19.3,17.2,22.8
2020-09-13,93,19.8,14.7,25.1
2020-09-14,93,19.7,15.6,25.4
2020-09-15,93,21,16.5,27.1
2020-09-16,93,20.3,18.9,23.9
2020-09-17,93,19.1,14.9,23.7
2020-09-18,93,17.5,12.4,25.5
2020-09-19,93,16.7,11.2,25.8
2020-09-20,93,16.1,9.3,24
2020-09-21,93,15.3,8.2,23.5
2020-09-22,93,16.5,9,24.4
2020-09-23,93,16.1,9.9,21.8
2020-09-24,93,17.6,12.6,23.1
2020-09-25,93,17.2,12.8,22.9
2020-09-26,93,16.5,12,21.9
2020-09-27,93,16.7,9.9,24.7
2020-09-28,93,16.7,11.1,25.3
2020-09-29,93,16,11.5,22.6
2020-09-30,93,17.2,12.1,22.8
2020-10-01,93,17.7,12.5,23.7
2020-10-02,93,17.3,14.6,21.8
2020-10-03,93,18.3,15.2,23.6
2020-10-04,93,15.4,7.6,21.6
2020-10-05,93,10.7,3.4,18.7
2020-10-06,93,10.5,3.6,19.5
2020-10-07,93,13.8,5.7,21.6
2020-10-08,93,13.5,6.2,21.9
2020-10-09,93,14,5.7,21
2020-10-10,93,13.6,6.2,20.8
2020-10-11,93,13.2,6.8,19.2
2020-10-12,93,13.8,9.2,21.2
2020-10-13,93,11.2,7,18.6
2020-10-14,93,10,3.8,18.9
2020-10-15,93,8.3,2.1,17.4
2020-10-16,93,7.2,3.2,11.5
2020-10-17,93,8.8,4,17.9
2020-10-18,93,8.8,1.5,19.1
2020-10-19,93,10.1,4.5,19.8
2020-10-20,93,10.2,3.7,21.5
2020-10-21,93,9.2,5.3,15.6
2020-10-22,93,11.5,5.1,19.5
2020-10-23,93,6.3,0.4,14.2
2020-10-24,93,4.8,-2.7,14.3
2020-10-25,93,7.5,-1.6,19.5
2020-10-26,93,8.6,0.4,18.5
2020-10-27,93,9.5,3.3,18.5
2020-10-28,93,10.8,4.2,20.3
2020-10-29,93,6.9,-1.3,16.5
2020-10-30,93,8.4,-0.5,18.1
2020-10-31,93,9.3,0.9,16.9
2020-11-01,93,10.9,8.6,12.7
2020-11-02,93,8,3.8,15.6
2020-11-03,93,4.2,-2.6,8.4
2020-11-04,93,1.6,-5.9,10.5
2020-11-05,93,6,-2.8,14.7
2020-11-06,93,10.6,6.1,16.6
2020-11-07,93,13.1,7.4,18.8
2020-11-08,93,7.3,2.5,13.1
2020-11-09,93,2.4,-5,10.8
2020-11-10,93,3.2,-4.4,13
2020-11-11,93,4.5,-3.1,14.9
2020-11-12,93,5.8,-2.5,16.8
2020-11-13,93,7.8,2.2,17.3
2020-11-14,93,7.1,-0.7,17.3
2020-11-15,93,7.4,0.5,17.2
2020-11-16,93,9.2,0.6,18.1
2020-11-17,93,10.4,2.9,16.6
2020-11-18,93,13.1,11,15.1
2020-11-19,93,14.5,8.3,19.4
2020-11-20,93,3.7,0.2,8.2
2020-11-21,93,4.2,-3.1,11.3
2020-11-22,93,5.8,2,7.7
2020-11-23,93,0.7,-3.2,6.2
2020-11-24,93,0.4,-3.7,5.8
2020-11-25,93,0.7,-3.6,8
2020-11-26,93,1.4,-2.9,9.2
2020-11-27,93,1.9,-2.7,8.2
2020-11-28,93,-1.4,-5.3,3.9
2020-11-29,93,-2.4,-6.7,4
2020-11-30,93,-2.9,-8.3,4.2
2020-12-01,93,-2.1,-8.4,4.9
2020-12-02,93,-0.2,-3.7,5.6
2020-12-03,93,-1.5,-6.4,5.3
2020-12-04,93,-3.7,-9.1,3.8
2020-12-05,93,-2.2,-8.6,5.6
2020-12-06,93,0.3,-4.9,7.8
2020-12-07,93,0.6,-4.6,7.4
2020-12-08,93,-3.4,-7.9,3.9
2020-12-09,93,-2.7,-9.5,3.9
2020-12-10,93,0.9,-2.5,6.5
2020-12-11,93,0.8,-4.3,6.7
2020-12-12,93,-0.5,-4.8,6.4
2020-12-13,93,-3.3,-8.5,1
2020-12-14,93,-10.3,-14.5,-5.5
2020-12-15,93,-11.5,-17,-4.9
2020-12-16,93,-12.3,-18.5,-4.2
2020-12-17,93,-9.1,-18,-1.9
2020-12-18,93,-3.1,-7.1,2.2
2020-12-19,93,-8.2,-14.8,-1.2
2020-12-20,93,-7.9,-14.4,0
2020-12-21,93,-6.6,-13.8,2.9
2020-12-22,93,-3.5,-9.3,3.2
2020-12-23,93,-1.6,-8,4.8
2020-12-24,93,1.2,-6.2,5.8
2020-12-25,93,-3.7,-10,2.4
2020-12-26,93,-0.7,-5,7.1
2020-12-27,93,1.7,-5.4,8.1
2020-12-28,93,2.2,-2.7,9.9
2020-12-29,93,-1.3,-4.1,1.3
2020-12-30,93,-10.1,-13.5,-2.7
2020-12-31,93,-10.8,-16.2,-4.7
2021-01-01,93,-6.8,-15.3,0.4
2021-01-02,93,-5.8,-11.8,-0.8
2021-01-03,93,-8.1,-14.5,-0.9
2021-01-04,93,-6.4,-14.5,-0.7
2021-01-05,93,-6.8,-13.2,-1.9
2021-01-06,93,-10,-17.7,-4
2021-01-07,93,-15.2,-19.1,-7.4
2021-01-08,93,-17.3,-22.5,-10.9
2021-01-09,93,-15.3,-22,-7.6
2021-01-10,93,-12.1,-19.8,-4.8
2021-01-11,93,-11.5,-16.7,-6
2021-01-12,93,-9.2,-16.4,-2.9
2021-01-13,93,-0.6,-6.2,5.5
2021-01-14,93,-3,-9.3,5.7
2021-01-15,93,-0.9,-7.2,7.3
2021-01-16,93,-5,-11,-0.2
2021-01-17,93,-7.8,-15.6,-1.6
2021-01-18,93,-5.8,-13.1,-1
2021-01-19,93,-11.2,-18.2,-3.2
2021-01-20,93,-7.9,-15.9,2.1
2021-01-21,93,-0.8,-6,3.4
2021-01-22,93,2.5,0.4,5.1
2021-01-23,93,5.3,1.7,9.1
2021-01-24,93,2.8,-3.1,11.5
2021-01-25,93,1.8,-3.8,11.5
2021-01-26,93,1.6,-0.2,4.3
2021-01-27,93,0.1,-5,7.3
2021-01-28,93,-4.2,-9.8,0.1
2021-01-29,93,-9.6,-15.6,-4.4
2021-01-30,93,-7,-12.7,0.2
2021-01-31,93,-3,-12.4,5.3
2021-02-01,93,3.3,0,10.6
2021-02-02,93,-4.9,-8.4,0.4
2021-02-03,93,-4.7,-12.7,1.4
2021-02-04,93,-5.1,-13.4,-0.7
2021-02-05,93,-1.9,-9.5,4.3
2021-02-06,93,4.9,1.1,8.8
2021-02-07,93,2.4,-2.4,10
2021-02-08,93,-3.7,-7.6,0.7
2021-02-09,93,-3.1,-10.4,4.8
2021-02-10,93,0.2,-7.3,7.2
2021-02-11,93,0.8,-5.1,9.2
2021-02-12,93,1.9,-5.3,13.4
2021-02-13,93,2.7,-5.6,14.5
2021-02-14,93,5.7,-1.2,13.3
2021-02-15,93,1.3,-5.4,5.1
2021-02-16,93,-5,-9.1,-0.8
2021-02-17,93,-8.8,-11.3,-5.2
2021-02-18,93,-7.8,-14.2,-1.3
2021-02-19,93,-1.5,-11.8,6.5
2021-02-20,93,7.3,-0.6,15.5
2021-02-21,93,8,-3.1,19.7
2021-02-22,93,6.7,0,15.8
2021-02-23,93,-0.2,-5.8,6.5
2021-02-24,93,-0.3,-8.3,9.9
2021-02-25,93,-0.6,-5.3,6
2021-02-26,93,3.3,-6.9,12.7
2021-02-27,93,4.8,-3.4,13.4
2021-02-28,93,4.6,-4.4,11.2
2021-03-01,93,2.4,-0.8,5.6
2021-03-02,93,0,-3.4,4.2
2021-03-03,93,0.5,-4.7,7.2
2021-03-04,93,2.6,-2,10.5
2021-03-05,93,4.4,-2.3,15.1
2021-03-06,93,3.2,1.1,7.1
2021-03-07,93,3.9,-1.2,11.3
2021-03-08,93,4.3,-3.7,13.8
2021-03-09,93,4.5,-3.3,14.1
2021-03-10,93,5.8,-2.8,16
2021-03-11,93,8,-1.5,16.9
2021-03-12,93,8.8,5.3,12.6
2021-03-13,93,7.5,0.2,14.7
2021-03-14,93,7.3,-0.4,15.3
2021-03-15,93,8.8,-0.1,15.2
2021-03-16,93,9.8,3.2,15.3
2021-03-17,93,7.6,-1.7,18.1
2021-03-18,93,9.7,-0.7,18.1
2021-03-19,93,12.6,8,19.3
2021-03-20,93,9,7.8,11.1
2021-03-21,93,6.3,2.6,10.2
2021-03-22,93,5.3,-1.8,12
2021-03-23,93,7.3,-2.4,17.2
2021-03-24,93,8.1,-0.3,16.9
2021-03-25,93,10.3,1,20.6
2021-03-26,93,10.8,1.3,21.1
2021-03-27,93,9.2,4.8,15.1
2021-03-28,93,10,9,11
2021-03-29,93,10.5,4.5,16.3
2021-03-30,93,9,-0.6,19.4
2021-03-31,93,11.8,0.6,22.8

