강수분석
[검색조건]
자료구분 : 일
자료형태 : 기본
지역/지점 : 대관령
기간 : 20200120~20210331

날짜,지점,강수량(mm)
2020-05-11,100,
2020-05-12,100,1.4
2020-05-13,100,
2020-05-14,100,
2020-05-15,100,14.5
2020-05-16,100,0.6
2020-05-17,100,
2020-05-18,100,23.2
2020-05-19,100,26.5
2020-05-20,100,0.6
2020-05-21,100,
2020-05-22,100,0.9
2020-05-23,100,0.1
2020-05-24,100,4.7
2020-05-25,100,
2020-05-26,100,1
2020-05-27,100,0.1
2020-05-28,100,0
2020-05-29,100,
2020-05-30,100,
2020-05-31,100,
2020-06-01,100,0
2020-06-02,100,
2020-06-03,100,
2020-06-04,100,
2020-06-05,100,0
2020-06-06,100,
2020-06-07,100,
2020-06-08,100,
2020-06-09,100,
2020-06-10,100,6.4
2020-06-11,100,0.8
2020-06-12,100,
2020-06-13,100,
2020-06-14,100,
2020-06-15,100,
2020-06-16,100,
2020-06-17,100,
2020-06-18,100,0
2020-06-19,100,0
2020-06-20,100,0
2020-06-21,100,
2020-06-22,100,
2020-06-23,100,
2020-06-24,100,9.6
2020-06-25,100,1.1
2020-06-26,100,0
2020-06-27,100,2.5
2020-06-28,100,0
2020-06-29,100,6.4
2020-06-30,100,130.7
2020-07-01,100,8.6
2020-07-02,100,
2020-07-03,100,0
2020-07-04,100,0.3
2020-07-05,100,
2020-07-06,100,
2020-07-07,100,
2020-07-08,100,
2020-07-09,100,0
2020-07-10,100,4.5
2020-07-11,100,0.3
2020-07-12,100,1.7
2020-07-13,100,60.2
2020-07-14,100,30.1
2020-07-15,100,0.1
2020-07-16,100,
2020-07-17,100,
2020-07-18,100,
2020-07-19,100,0
2020-07-20,100,5.6
2020-07-21,100,
2020-07-22,100,
2020-07-23,100,52.8
2020-07-24,100,136.8
2020-07-25,100,48.4
2020-07-26,100,1.1
2020-07-27,100,0.1
2020-07-28,100,3.2
2020-07-29,100,21
2020-07-30,100,7.5
2020-07-31,100,
2020-08-01,100,5.9
2020-08-02,100,2.1
2020-08-03,100,28.5
2020-08-04,100,12.7
2020-08-05,100,13.5
2020-08-06,100,34.6
2020-08-07,100,0.6
2020-08-08,100,13.7
2020-08-09,100,7.8
2020-08-10,100,8.4
2020-08-11,100,30.7
2020-08-12,100,
2020-08-13,100,0
2020-08-14,100,0.8
2020-08-15,100,79.2
2020-08-16,100,
2020-08-17,100,
2020-08-18,100,
2020-08-19,100,
2020-08-20,100,0
2020-08-21,100,0
2020-08-22,100,30.2
2020-08-23,100,0
2020-08-24,100,0
2020-08-25,100,
2020-08-26,100,6
2020-08-27,100,0.4
2020-08-28,100,0.9
2020-08-29,100,9.8
2020-08-30,100,2
2020-08-31,100,8.9
2020-09-01,100,1.1
2020-09-02,100,115.1
2020-09-03,100,115.9
2020-09-04,100,
2020-09-05,100,0
2020-09-06,100,19.4
2020-09-07,100,137.3
2020-09-08,100,2.1
2020-09-09,100,6.6
2020-09-10,100,
2020-09-11,100,3
2020-09-12,100,54.3
2020-09-13,100,1.9
2020-09-14,100,
2020-09-15,100,
2020-09-16,100,1.8
2020-09-17,100,
2020-09-18,100,
2020-09-19,100,
2020-09-20,100,
2020-09-21,100,
2020-09-22,100,0
2020-09-23,100,6.9
2020-09-24,100,18.1
2020-09-25,100,47
2020-09-26,100,9
2020-09-27,100,0.5
2020-09-28,100,
2020-09-29,100,
2020-09-30,100,11
2020-10-01,100,0.6
2020-10-02,100,0
2020-10-03,100,1.2
2020-10-04,100,0
2020-10-05,100,
2020-10-06,100,
2020-10-07,100,
2020-10-08,100,
2020-10-09,100,0
2020-10-10,100,
2020-10-11,100,
2020-10-12,100,
2020-10-13,100,
2020-10-14,100,
2020-10-15,100,
2020-10-16,100,
2020-10-17,100,
2020-10-18,100,
2020-10-19,100,
2020-10-20,100,
2020-10-21,100,
2020-10-22,100,
2020-10-23,100,
2020-10-24,100,
2020-10-25,100,
2020-10-26,100,
2020-10-27,100,
2020-10-28,100,
2020-10-29,100,
2020-10-30,100,0
2020-10-31,100,
2020-11-01,100,0.2
2020-11-02,100,
2020-11-03,100,0
2020-11-04,100,
2020-11-05,100,
2020-11-06,100,
2020-11-07,100,0
2020-11-08,100,
2020-11-09,100,
2020-11-10,100,
2020-11-11,100,
2020-11-12,100,
2020-11-13,100,
2020-11-14,100,
2020-11-15,100,
2020-11-16,100,0
2020-11-17,100,0
2020-11-18,100,0.8
2020-11-19,100,21.1
2020-11-20,100,
2020-11-21,100,
2020-11-22,100,0.5
2020-11-23,100,
2020-11-24,100,
2020-11-25,100,
2020-11-26,100,
2020-11-27,100,
2020-11-28,100,
2020-11-29,100,
2020-11-30,100,
2020-12-01,100,
2020-12-02,100,0.5
2020-12-03,100,
2020-12-04,100,
2020-12-05,100,
2020-12-06,100,
2020-12-07,100,
2020-12-08,100,
2020-12-09,100,
2020-12-10,100,
2020-12-11,100,
2020-12-12,100,
2020-12-13,100,3.2
2020-12-14,100,
2020-12-15,100,
2020-12-16,100,
2020-12-17,100,
2020-12-18,100,0
2020-12-19,100,
2020-12-20,100,
2020-12-21,100,
2020-12-22,100,0
2020-12-23,100,
2020-12-24,100,
2020-12-25,100,
2020-12-26,100,0
2020-12-27,100,
2020-12-28,100,0
2020-12-29,100,0.5
2020-12-30,100,
2020-12-31,100,
2021-01-01,100,
2021-01-02,100,
2021-01-03,100,
2021-01-04,100,0
2021-01-05,100,0.1
2021-01-06,100,0.5
2021-01-07,100,1.1
2021-01-08,100,
2021-01-09,100,
2021-01-10,100,
2021-01-11,100,
2021-01-12,100,0
2021-01-13,100,
2021-01-14,100,
2021-01-15,100,0.4
2021-01-16,100,
2021-01-17,100,0
2021-01-18,100,1.2
2021-01-19,100,
2021-01-20,100,
2021-01-21,100,0
2021-01-22,100,0
2021-01-23,100,0.2
2021-01-24,100,0
2021-01-25,100,
2021-01-26,100,0
2021-01-27,100,
2021-01-28,100,2.6
2021-01-29,100,
2021-01-30,100,1.7
2021-01-31,100,
2021-02-01,100,0
2021-02-02,100,
2021-02-03,100,0
2021-02-04,100,0.6
2021-02-05,100,
2021-02-06,100,
2021-02-07,100,
2021-02-08,100,
2021-02-09,100,
2021-02-10,100,
2021-02-11,100,
2021-02-12,100,
2021-02-13,100,
2021-02-14,100,0
2021-02-15,100,0.1
2021-02-16,100,0
2021-02-17,100,
2021-02-18,100,
2021-02-19,100,
2021-02-20,100,
2021-02-21,100,
2021-02-22,100,
2021-02-23,100,
2021-02-24,100,
2021-02-25,100,
2021-02-26,100,0
2021-02-27,100,1.4
2021-02-28,100,0.1
2021-03-01,100,52.8
2021-03-02,100,4.4
2021-03-03,100,
2021-03-04,100,
2021-03-05,100,
2021-03-06,100,2.2
2021-03-07,100,
2021-03-08,100,
2021-03-09,100,
2021-03-10,100,
2021-03-11,100,
2021-03-12,100,10.5
2021-03-13,100,0
2021-03-14,100,
2021-03-15,100,
2021-03-16,100,0.7
2021-03-17,100,
2021-03-18,100,0
2021-03-19,100,
2021-03-20,100,0.5
2021-03-21,100,
2021-03-22,100,
2021-03-23,100,
2021-03-24,100,
2021-03-25,100,
2021-03-26,100,
2021-03-27,100,12.3
2021-03-28,100,2.7
2021-03-29,100,0.1
2021-03-30,100,
2021-03-31,100,
